COMPOUND_ID	SOURCES	SYNONYMS	MW_FREEBASE	ALOGP	HBA	HBD	PSA	RTB	RO3_PASS	NUM_RO5_VIOLATIONS	MED_CHEM_FRIENDLY	PCT_IHB_3D7	PCT_INHB_DD2	PCT_INHIB_3D7_PFLDH	pXC50_3D7	PCT_INHIB_HEPG2	IFI	SMILES
526726	TCMDC-141549, 626726 (CHEMBL)		498.61926	4.191	6	1	85.17	12	N	0	Y	99	71	3	6.1396	18	4.51	CCCNCc1ccc(nc1)c2ccc(cc2)CN(CCOC)C(=O)c3c(nn(n3)c4ccccc4)C.C(=O)(C(F)(F)F)O
526728	TCMDC-132667, 626728 (CHEMBL)		433.97301	4.89	3	1	35.58	5	N	0	Y	97	35	0	6.14246	31	2.91	CN1CCCN(CC1)Cc2cccc(c2)c3ccc(cc3)NC(=O)c4ccc(cc4)Cl.C(=O)(C(F)(F)F)O
526766	TCMDC-136513, 626766 (CHEMBL)		423.50959	5.949	4	0	65.59	4	N	1	Y	96	78	0	6.19015	0	1.67	CCC(=O)c1c(n(c2c1cccc2)c3c4c(ncn3)n(c(n4)C)c5ccc(cc5C)C)C
526802	TCMDC-136693, 626802 (CHEMBL)		342.82266	3.211	4	2	62.45	3	N	0	Y	97	98	0	6.08388	57	9.02	c1cc(ccc1c2cnc3n2nc(cc3)NC4CCC(CC4)O)Cl
526258	TCMDC-136399, 626258 (CHEMBL)		433.62875	5.839	3	1	35.58	7	N	1	Y	84	36	0	6.39583	44	9.45	CCc1cccc(c1)NC(=O)c2ccc(cc2)CN3CCCN(CC3)CC4CCCCC4.C(=O)(C(F)(F)F)O
526301	TCMDC-141995, 626301 (CHEMBL)		436.3825	4.834	4	2	52.93	9	N	0	Y	95	97	0	6.08892	36	9.09	CC(C)c1ccc(c(c1)Br)OCC(CN(C)C(C)C(c2ccccc2)O)O.Cl
541098	TCMDC-142201, 641098 (CHEMBL)		323.36412	4.455	4	1	46.51	5	N	0	Y	100	99	0	6.23388	22	1.46	CCOc1ccc2c(c1)nc(cc2NN=Cc3ccc(cc3)F)C
541721	TCMDC-124003, 641721 (CHEMBL), COMMERCIAL		367.52431	4.764	3	2	41.48	7	N	0	Y	97	66	0	7.41172	9	1.47	CCC1(CC(CCO1)(CCNCc2ccccc2O)c3ccc(cc3)C)C
524922	TCMDC-124642, 624922 (CHEMBL), COMMERCIAL		427.4983	3.3	4	1	81.66	4	N	0	Y	95	95	0	6.51779	5	0	Cn1c(=O)c2ccccc2c(n1)C(=O)N3CCC(CC3)c4c(cn[nH]4)Cc5ccccc5
540766	TCMDC-138085, 640766 (CHEMBL)		647.72618	3.4	11	5	168.3	13	N	3	Y	94	32	0	6.05009	14	4.38	CCc1cc(on1)[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3nc(nc4NCC(c5ccccc5)c6ccccc6)NCCNc7ccccn7)O)O.C(=O)O
524913	TCMDC-124869, 624913 (CHEMBL), COMMERCIAL		468.37831	5.108	5	1	53.4	4	N	1	N	98	98	0	6.62024	0	13.04	Cc1c2c(=O)cc([nH]c2n(n1)c3ccc(cc3)Cl)CN4CCN(CC4)c5cccc(c5)Cl
524961	TCMDC-125749, 624961 (CHEMBL), COMMERCIAL		353.78077	2.593	4	2	146.25	4	N	0	Y	94	2	1	6.03114	2	.75	Cc1c(sc(c1C(=O)N)NC(=O)c2ccc(cc2Cl)N(=O)=O)C
541825	TCMDC-131729, 641825 (CHEMBL)		460.31171	3.458	8	2	113.85	9	N	0	Y	98	4	2	6.55556	65	0	CCOC(=O)NC1=NC(N(C(=N1)NC(=O)OCC)OCc2ccc(c(c2)Cl)Cl)(C)C
524955	TCMDC-136870, 624955 (CHEMBL)		370.48674	4.624	2	1	36.1	5	N	0	Y	95	88	0	6.45723	18	4.27	Cc1c(c2ccccc2[nH]1)C3=CCN(CC3)CC4CC4C(=O)c5ccccc5
524957	TCMDC-136394, 624957 (CHEMBL)		456.55446	4.862	4	1	59.37	6	N	0	Y	98	19	0	6.22785	49	11.63	Cc1ccc(cc1F)NC(=O)c2ccc(cc2)CN3CCCN(CC3)Cc4cccc(c4)C#N.C(=O)(C(F)(F)F)O
525095	TCMDC-124629, 625095 (CHEMBL), COMMERCIAL		442.55269	4.797	4	0	56.32	8	N	0	Y	100	98	0	6.40703	7	4.88	Cc1c(c(n(n1)C)C)CN(Cc2c(oc(n2)c3cccc(c3)Oc4ccccc4)C)C5CC5
524433	TCMDC-124235, 624433 (CHEMBL), COMMERCIAL		195.24156	.945	4	2	102.4	1	N	0	Y	99	99	0	6.60087	0	4.93	COc1cc(cc2c1nc(s2)N)N
526360	TCMDC-140821, 626360 (CHEMBL)		564.6378	7.628	3	3	78.43	8	N	2	Y	100	99	5	6.22159	0	.73	c1ccc2c(c1)CCCC2NC(=O)[C@H](CC3CCCCC3)NC(=O)c4ccc(c(c4)c5cccc(c5)C(F)(F)F)O
526362	TCMDC-132780, 626362 (CHEMBL)		458.6183	5.403	3	2	89.26	4	N	1	Y	94	37	0	6.03346	23	5.88	c1ccc2c(c1)cc([nH]2)C(=O)NC3CCC(CC3)N4CCC(CC4)c5nc6ccccc6s5
524434	TCMDC-137641, 624434 (CHEMBL)		322.36441	1.745	6	3	133.79	3	N	0	Y	97	0	3	6.27559	55	.73	Cc1c(c(nc2c1c(nc(n2)N)N)C)Cc3ccc(cc3)C(=O)N.Cl
541719	TCMDC-138743, 641719 (CHEMBL)		608.73342	7.5	4	2	61.8	13	N	2	Y	83	53	1	6.14381	98	8.62	c1cc(ccc1c2ccc(cc2)C(F)(F)F)C(=O)NCCCCN3CCC(CC3)c4ccc5c(c4OCCCO)CCCC5
526437	TCMDC-135097, 626437 (CHEMBL)		443.54075	3.225	6	0	72.16	7	N	0	Y	92	15	4	5.87235	26	0	Cn1c(=O)c(c(cn1)c2ccccc2CN3CCCC3CN(C)C)Oc4cccc(c4)C#N.C(=O)(C(F)(F)F)O
527073	TCMDC-138222, 627073 (CHEMBL)		583.50548	5.347	6	2	83.14	9	N	2	Y	100	89	0	6.64829	21	5.31	c1cc(c2c(c1)OCCO2)N3CCN(CC3)CCCCNC(=O)c4ccc(cc4)NC(=O)c5cc(cc(c5)Cl)Cl
527114	TCMDC-140939, 627114 (CHEMBL)		628.6833	6.708	5	0	69.36	13	N	2	Y	94	86	0	6.0606	28	5.52	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)Cn3c4ccccc4c(=O)nc3/C=C/c5ccco5.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
527223	TCMDC-124997, 627223 (CHEMBL), COMMERCIAL		285.29944	3.182	2	1	57.82	1	N	0	Y	92	95	1	6.96107	0	1.56	c1ccc(cc1)c2cn3c4ccccc4c(=O)[nH]c3c2C#N
527226	TCMDC-125675, 627226 (CHEMBL), COMMERCIAL		510.42105	6.828	3	1	38.33	3	N	2	Y	100	96	4	6.22945	25	2.21	COc1ccc(cc1C2C3=C(CC(CC3=O)c4ccccc4)c5c6ccccc6ccc5N2)Br
527229	TCMDC-135230, 627229 (CHEMBL)		460.52822	2.423	9	1	105.42	7	N	0	Y	91	24	0	6.22518	3	2.33	COc1ccc2c(n1)c(c(cn2)C#N)CCN3CCC(CC3)NCc4cc5c(nc4)OCCO5.Cl
527267	TCMDC-134279, 627267 (CHEMBL)		579.73504	5.046	9	3	98.67	11	N	2	Y	95	77	0	6.03822	56	16.42	c1ccc(cc1)c2ccccc2OCCCNc3nc(nc(n3)N4CCCC(C4)Cc5ccc(cc5)O)N6CCNCC6.C(=O)(C(F)(F)F)O
527297	TCMDC-132462, 627297 (CHEMBL)		510.5738	5.007	3	0	79.25	9	N	2	Y	97	17	4	6.02642	7	9.21	Cc1nc(cs1)c2cccc(c2)C(=O)N(Cc3cncn3Cc4cccc(c4)C(F)(F)F)CC5CC5
527298	TCMDC-138392, 627298 (CHEMBL)		453.95944	5.933	4	1	66.6	5	N	1	Y	100	99	0	6.10679	17	6.43	c1cc2c(ccnc2cc1c3ccc(o3)CN4CCSCC4)Nc5ccc(cc5F)Cl
527306	TCMDC-138439, 627306 (CHEMBL)		449.54366	4.156	6	2	92.76	5	N	0	Y	100	100	7	6.76687	0	4.38	CN1CCN(CC1)Cc2nc(cs2)c3ccc4c(ccnc4c3)Nc5ccc(c(c5)O)F
540743	TCMDC-140741, 640743 (CHEMBL)		700.76751	6.527	6	0	74.03	15	N	2	N	96	91	3	5.97597	6	4.35	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)Cn3cc(c(=O)nc3/C=C/c4ccc(cc4)F)Cc5cnn(c5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
527422	TCMDC-138024, 627422 (CHEMBL)		281.39202	4.241	2	2	32.26	5	N	0	Y	98	98	0	6.16157	37	1.47	c1ccc2c(c1)CCC(C2)CNCCc3ccccc3O.Br
527459	TCMDC-136640, 627459 (CHEMBL)		441.30661	5.229	3	2	67.43	4	N	1	Y	98	63	0	5.74594	1	0	c1ccc2c(c1)CCC(O2)C(=O)Nc3ccc(cc3C(=O)Nc4ccc(cc4)Cl)Cl
526875	TCMDC-125174, 626875 (CHEMBL), COMMERCIAL		498.61595	3.381	4	1	72.96	6	N	0	Y	95	78	0	6.20253	0	1.67	CCC(C)NC(=O)CN1CN(C2(C1=O)CCN(CC2)C(=O)c3ccc4ccccc4c3)c5ccccc5
494078	TCMDC-138697, 594078 (CHEMBL)		333.30423	2.087	7	1	113.82	4	N	0	N	87	74	0	6.73438	33	11.11	c1cc(cc(c1)N(=O)=O)Nc2nccc(n2)c3cnn4c3cccn4
526879	TCMDC-123646, 626879 (CHEMBL), COMMERCIAL		465.56457	3.722	4	1	111.1	7	N	0	Y	91	85	0	6.34624	0	1.44	CCc1cc(c(s1)NC(=O)CN2CCN(CC2)C(=O)c3ccco3)C(=O)c4cccc(c4)C
527537	TCMDC-141663, 627537 (CHEMBL)		387.60183	4.302	4	1	27.74	12	N	0	Y	100	93	0	6.14353	23	4	CCCCCCN1CCC(CC1)NCc2ccc(cc2)OCCN3CCCC3.C(=O)(C(F)(F)F)O
524459	TCMDC-142183, 624459 (CHEMBL)		291.34708	3.901	4	1	46.51	4	N	0	Y	100	46	0	6.02811	16	1.41	Cc1cc(c2ccccc2n1)NN=Cc3cccc(c3)OC
541798	TCMDC-124626, 641798 (CHEMBL), COMMERCIAL		496.37478	3.93	5	1	120.67	5	N	0	Y	100	68	0	6.04689	1	2.38	CC1CC(CN(C1)S(=O)(=O)c2cc(ccc2Br)C(=O)Nc3cccc(c3)N(=O)=O)C
527699	TCMDC-135118, 627699 (CHEMBL)		380.41544	3.242	6	1	59.51	7	N	0	Y	97	95	0	6.07042	2	4	COc1ccccc1CNc2ccnc(n2)N3CC(C3)Oc4ccc(cc4)F
527743	TCMDC-137166, 627743 (CHEMBL)		389.91561	5.699	4	1	41.93	6	N	1	Y	100	99	0	6.24051	19	2.8	CCCc1cc(c(cc1OC)CC2c3cc(c(cc3CCN2C)Cl)O)OC.Cl
527779	TCMDC-133354, 627779 (CHEMBL)		536.66394	3.935	4	2	87.47	9	N	1	Y	85	74	5	5.91397	27	3.5	Cc1c(c(on1)C)c2cccc(c2)C(=O)NC3CCN(CC3)CCNC(=O)C(c4ccccc4)c5ccccc5.C(=O)(C(F)(F)F)O
524461	TCMDC-125218, 624461 (CHEMBL), COMMERCIAL		365.856	4.556	3	0	46.09	2	N	0	Y	86	9	0	5.96639	2	1.59	CC1CCCN(C1)C(=O)c2cc(nc3c2cccc3Cl)c4ccccn4
527863	TCMDC-139380, 627863 (CHEMBL)		436.37468	4.618	3	2	57.36	7	N	0	N	93	89	0	6.05175	33	10.29	CCN1CCCC(C1)CNC(=O)/C(=C/C=C/c2cc3cc(c(cc3[nH]2)Cl)Cl)/OC
527895	TCMDC-131501, 627895 (CHEMBL)		431.51366	6.199	3	2	57.56	9	N	1	Y	99	53	2	6.23015	0	5.56	CC(Cc1ccc(cc1)Sc2ccccc2)NCC(c3cccc(c3)C(F)(F)F)O
528024	TCMDC-136723, 628024 (CHEMBL)		406.47908	5.247	3	0	44.87	7	N	1	Y	94	67	0	5.99195	2	2.52	c1ccc(cc1)COc2ccc(cc2)Cn3ccc(n3)c4ccc(cc4)n5ccnc5.c1ccc(cc1)COc2ccc(cc2)Cn3c(ccn3)c4ccc(cc4)n5ccnc5
528061	TCMDC-138975, 628061 (CHEMBL)		362.38192	3.469	5	2	113.82	3	N	0	Y	100	58	0	6.3237	11	0	c1cc(ccc1C(=O)Nc2ccc3c(c2)nc4c(c3N)CCCC4)N(=O)=O.Cl
528062	TCMDC-131600, 628062 (CHEMBL)		339.47621	2.799	6	4	106.96	9	N	0	N	96	87	0	6.83241	2	4.23	CC1CCC2(CC1)NC(=NC(=N)N2OCCCCCCCCO)N
527513	TCMDC-140893, 627513 (CHEMBL)		594.35621	7.828	3	3	78.43	8	N	2	Y	94	12	0	6.04831	0	1.52	c1cc(c(cc1CCNC(=O)C2CCC(CC2)CNC(=O)c3ccc(c(c3)c4ccc(c(c4)Cl)Cl)O)Cl)Cl
527546	TCMDC-124990, 627546 (CHEMBL), COMMERCIAL		427.8958	3.995	4	2	69.81	3	N	0	Y	86	5	0	5.83437	7	2.04	c1cc(ccc1CCN2CCC3(CC2)Nc4cc(cc(c4S(=O)(=O)N3)F)F)Cl
527549	TCMDC-141099, 627549 (CHEMBL)		332.30154	3.968	4	2	98.05	5	N	0	N	93	52	3	5.99236	36	8.57	CN(C)C(=S)NN=C1c2cc(ccc2NC1=O)OC(F)(F)F
527591	TCMDC-124750, 627591 (CHEMBL), COMMERCIAL		480.62065	4.271	7	1	147.42	10	N	0	Y	96	87	1	6.0922	0	2.33	CCOCCCNc1c(nc(s1)S(=O)(=O)c2ccccc2)S(=O)(=O)c3ccc(cc3)C
527667	TCMDC-138848, 627667 (CHEMBL)		552.7064	5.237	6	1	77.83	10	N	2	Y	92	61	7	5.96779	45	4.55	CCOc1c(ccc2c1CCN(C2)CCN3CCC(CC3)CNC(=O)c4ccc(cc4)c5ccc(cc5)C#N)OC
526444	TCMDC-137223, 626444 (CHEMBL)		219.24136	3.149	2	1	52.47	1	N	0	Y	95	1	0	6.15628	7	0	c1ccc(cc1)c2[nH]c3ccc(cc3n2)C#N
526445	TCMDC-140963, 626445 (CHEMBL)		535.85782	5.293	5	1	67.87	10	N	2	N	87	29	0	6.0038	6	2.96	CCOC(=O)C1CCN(CC1)CCOc2cc(ccc2Br)NC(=O)/C=C/c3ccccc3Cl.C(=O)(C(=O)O)O
542442	TCMDC-124463, 642442 (CHEMBL), COMMERCIAL		398.44566	4.364	2	1	49.41	4	N	0	Y	100	75	0	6.77556	12	2.61	c1cc(ccc1C2c3cc(ccc3NC(=O)CN2C(=O)CCC4CCCC4)F)F
526481	TCMDC-137935, 626481 (CHEMBL)		492.73571	7.272	4	2	42.52	11	N	1	N	98	62	0	5.88567	42	8.63	CC1(Cc2cc(ccc2C(N1)CCCCCCCCC3c4ccc(cc4CC(N3)(C)C)OC)OC)C.C(=O)(C(=O)O)O
526520	TCMDC-138610, 626520 (CHEMBL)		585.6981	5.532	8	3	104.3	11	N	2	Y	100	90	1	6.13997	17	5.19	c1ccc(cc1)Oc2ccc(cc2)Nc3ccnc(n3)Nc4ccc(cc4)C(=O)NCCN5CCC(CC5)c6ccncc6
526558	TCMDC-133673, 626558 (CHEMBL)		537.63736	5.351	4	2	86.89	9	N	2	Y	97	4	0	6.12469	27	4.76	c1cc(cc(c1)S(=O)(=O)NCC2CCCN(C2)CC3CCCCC3)C(=O)Nc4ccc(cc4)C(F)(F)F.C(=O)(C(F)(F)F)O
542446	TCMDC-137683, 642446 (CHEMBL)		263.33698	3.582	2	2	40.18	1	N	0	Y	100	0	0	6.30366	29	5.71	Cc1ccc(c2c1c3cc(ccc3[nH]2)C4=NCCN4)C.Cl
526593	TCMDC-134741, 626593 (CHEMBL)		433.54593	4.051	6	3	88.17	11	N	0	Y	93	9	0	5.95566	9	4.65	Cc1cc(nc(n1)Nc2ccccc2)N[C@@H](CC(C)C)C(=O)NCCOc3ccccc3.C(=O)(C(F)(F)F)O
526718	TCMDC-132885, 626718 (CHEMBL)		470.52986	5.494	3	2	51.37	5	N	1	Y	99	22	0	6.1407	23	17.65	c1ccc2c(c1)cc([nH]2)C(=O)NC3CCC(CC3)N4CCN(CC4)c5cccc(c5)C(F)(F)F
526754	TCMDC-125834, 626754 (CHEMBL), COMMERCIAL		460.54805	4.089	4	2	103.53	5	N	0	Y	95	6	2	6.12572	23	.71	c1ccc2c(c1)[nH]c(n2)c3ccc(cc3)NC(=O)c4ccc(cc4)S(=O)(=O)N5CCCCC5
526794	TCMDC-136660, 626794 (CHEMBL)		479.49686	4.289	4	3	84.97	9	N	0	Y	85	2	1	5.93523	23	11.3	c1ccc(cc1)CNCCNC(=O)c2ccc(cc2)c3cnn(c3N)c4ccc(cc4)C(F)(F)F.C(=O)(C(F)(F)F)O
526799	TCMDC-138220, 626799 (CHEMBL)		273.3318	4.635	2	0	30.71	2	N	0	Y	92	87	5	6.11383	34	2.99	CCn1c(cc2c1c3ccccc3nn2)c4ccccc4
526800	TCMDC-133446, 626800 (CHEMBL)		456.94024	3.289	6	1	59.51	6	N	0	Y	93	20	0	6.05359	24	.72	c1cc2c(cc1F)c(c(cn2)Cl)CCN3CCC(CC3)NCc4cc5c(cn4)OCCO5.Cl
526835	TCMDC-135760, 626835 (CHEMBL)		572.354	6.252	3	2	64.68	9	N	2	N	96	4	6	6.10174	53	7.38	c1cc(c(cc1/C=C/C(=O)NCCCCCN2CCCN(CC2)C(=O)Nc3cc(cc(c3)Cl)Cl)Cl)Cl
526841	TCMDC-135471, 626841 (CHEMBL)		432.51811	2.995	7	2	86.12	10	N	0	Y	99	0	0	6.13865	21	2.14	Cc1nccn1CCNc2nc3cc(c(cc3c(n2)NCCc4ccccc4)OC)OC
526248	TCMDC-133100, 626248 (CHEMBL)		407.50368	5.135	3	2	78.18	6	N	1	Y	100	99	0	6.22292	30	7.92	c1cc(ccc1CNCC2CCCO2)c3ccc(s3)c4[nH]c5ccc(cc5n4)F.C(=O)(C(F)(F)F)O
526249	TCMDC-131400, 626249 (CHEMBL)		423.61071	6.468	3	1	60.94	7	N	1	Y	98	48	0	6.01574	20	5.59	CCCCCc1cc(c2c(c1)OC(C=C2C3=CCN(CC3)Cc4ccsc4)(C)C)O
198896	TCMDC-137179, 298896 (CHEMBL)		286.32734	3.279	5	2	103.11	2	N	0	Y	88	0	3	5.97144		2.96	c1cc2c(c(c1)Sc3ccc(cc3)F)c(nc(n2)N)N
527042	TCMDC-141208, 627042 (CHEMBL)		415.52736	5.052	4	1	61.09	8	N	1	Y	100	91	6	6.60592	28	6.34	c1ccc(cc1)c2ccc(cc2)CN3CCC(CC3)CNCc4cccc(c4)N(=O)=O.C(=O)(C(F)(F)F)O
527043	TCMDC-132360, 627043 (CHEMBL)		514.57559	3.683	8	1	109.25	8	N	1	Y	100	86	0	6.12863	11	3.03	COc1cc(nc(n1)c2cccc(c2)NC(=O)c3ccc4c(c3)ncn(c4=O)CCN5CCCCC5)OC
527083	TCMDC-125690, 627083 (CHEMBL), COMMERCIAL		426.50869	3.671	6	2	99.41	9	N	0	Y	100	46	0	6.11327	9	1.47	CC1CCN(CC1)CCCNc2ccc(cc2N(=O)=O)C(=O)Nc3cccc(c3)OC
527160	TCMDC-140093, 627160 (CHEMBL)		462.94636	5.042	3	2	61.02	5	N	1	Y	100	100	3	6.61008	13	1.45	c1ccc(cc1)CN2CCC(CC2)NC(=O)c3ccc(cc3)c4[nH]c5cc(c(cc5n4)Cl)F
527194	TCMDC-133442, 627194 (CHEMBL)		563.61658	4.573	8	4	112.22	10	N	1	Y	100	72	1	6.12706	18	7.58	c1ccc(c(c1)CNc2nc(nc(n2)N3CCC(CC3)N)NCCc4ccc(cc4)O)c5ccc(cc5)C(F)(F)F.C(=O)(C(F)(F)F)O
527232	TCMDC-140535, 627232 (CHEMBL)		591.73913	5.001	6	1	63.27	12	N	2	Y	94	72	0	6.07454	33	4.93	COCC(=O)N(Cc1ccccc1c2cccc(c2)CNCc3ccc4c(c3)OCO4)C5CCN(CC5)Cc6ccccc6.C(=O)(C(F)(F)F)O
527239	TCMDC-138823, 627239 (CHEMBL)		514.65842	3.763	5	4	93.69	12	N	1	Y	98	96	8	6.17621	7	0	CCNc1cc(cc(c1)N2CCCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CN[C@@H](C)c4ccccc4)O
527275	TCMDC-124129, 627275 (CHEMBL), COMMERCIAL		423.07813	4.851	4	2	86.94	6	N	0	N	92	17	0	6.06385	0	13.93	c1cc(cc(c1)Cl)C(=O)NC(C(Cl)(Cl)Cl)Nc2ccc(cc2)N(=O)=O
527353	TCMDC-132943, 627353 (CHEMBL)		453.55542	5.719	4	2	95.25	8	N	1	Y	100	44	0	6.15925	0	7.62	COC(=O)c1cccc(c1)CNCc2cccc(c2)c3cc(sc3)c4[nH]c5ccccc5n4.C(=O)(C(F)(F)F)O
29652	TCMDC-139499, 129652 (CHEMBL)		424.32246	5.954	4	3	57.18	6	N	1	Y	93	98	3	6.07471	10	9.02	c1ccc(c(c1)CNc2cc(=O)c3ccccc3[nH]2)NCc4ccc(c(c4)Cl)Cl
527388	TCMDC-134717, 627388 (CHEMBL)		437.85897	5.601	5	0	133.68	5	N	1	N	100	100	0	6.70794	12	5.44	c1cc(cc(c1)Cl)c2nn(c(=S)n2Cc3ccco3)c4ccc(cc4C#N)N(=O)=O
527389	TCMDC-124350, 627389 (CHEMBL), COMMERCIAL		383.66743	4.321	2	1	45.48	3	N	0	Y	94	94	0	6.26007	0	2.78	c1cc(c(cc1NC(=O)c2ccc(o2)Br)Cl)N3CCCCC3
527432	TCMDC-136747, 627432 (CHEMBL)		433.58569	4.608	3	2	61.44	6	N	0	Y	93	0	0	6.04442	36	1.79	Cc1ccc(cc1)NC(=O)c2ccc(cc2)C(=O)NC3CCN(CC3)CC4CCCCC4.C(=O)(C(F)(F)F)O
527464	TCMDC-132189, 627464 (CHEMBL)		424.53742	5.022	3	2	61.02	4	N	1	Y	100	100	3	6.0816	16	3.51	Cc1cccc2c1[nH]c(n2)c3cccc(c3)c4ccc(cc4)NC(=O)C5CCN(CC5)C
527468	TCMDC-124933, 627468 (CHEMBL), COMMERCIAL		441.52487	4.522	4	2	88.38	7	N	0	N	97	98	0	6.18574	41	9.8	CCc1c(nc([nH]c1=O)n2c(cc(n2)C)NC(=O)CC(c3ccccc3)c4ccccc4)C
526924	TCMDC-141307, 626924 (CHEMBL)		423.3456	4.199	3	3	80.98	8	N	0	Y	100	23	3	6.43521	15	2.21	Cc1c(sc(c1Br)C(=C)F)CNCCCNc2[nH]c3ccccc3n2
526926	TCMDC-134082, 626926 (CHEMBL)		415.59201	3.765	4	1	61.03	8	N	0	Y	86	9	0	5.97274	25	4.76	CCc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)CCN(C)C3CCN(CC3)C
527051	TCMDC-133487, 627051 (CHEMBL)		486.56902	5.932	3	1	41.57	7	N	1	N	88	7	4	5.93633	57	6.67	COc1ccccc1C2CCN(CC2)C3CCC(CC3)NC(=O)/C=C/c4ccc(cc4)C(F)(F)F
527052	TCMDC-140990, 627052 (CHEMBL)		709.87508	6.2	7	2	94.3	11	N	2	Y	100	100	0	6.82581	18	2.76	COc1ccc2c(c1)c(ccn2)[C@H](CN3CCC(CC3)NC(=O)C(c4cc5ccccc5o4)N6CCN(CC6)C(c7ccccc7)c8ccccc8)O
527087	TCMDC-131746, 627087 (CHEMBL)		393.56159	6.751	3	1	42.35	7	N	1	Y	100	78	2	6.67092	0	0	CCCCCC(C)C(C)c1cc(c2c(c1)OC(CC2=Cc3ccncc3)(C)C)O
540667	TCMDC-134342, 640667 (CHEMBL)		465.67384	5.199	4	1	89.11	7	N	1	Y	86	26	0	5.82419	30	8.77	CN(C)c1ccc(cc1)c2ccc(s2)C(=O)NC3CCN(CC3)Cc4ccc(cc4)SC.C(=O)(C(F)(F)F)O
527093	TCMDC-139055, 627093 (CHEMBL)		331.41094	3.609	3	2	68	3	N	0	Y	100	0	6	6.12184	9	2.84	c1ccc(cc1)CC(=O)Nc2ccc3c(c2)c(c4c(n3)CCCC4)N.Cl
527163	TCMDC-136212, 627163 (CHEMBL)		482.20824	5.925	4	0	67.34	4	N	1	Y	98	97	0	6.53635	3	2.16	COc1cc(ccc1Cl)C2=NN(CCCC2)S(=O)(=O)c3c(cc(cc3Cl)Cl)Cl
527164	TCMDC-136362, 627164 (CHEMBL)		381.46962	4.44	4	0	38.25	3	N	0	Y	96	0	0	6.18358	20	15.91	Cc1cc(ccc1N2CCc3c2nc(cc3c4cccc5c4ccnc5)C)OC
527167	TCMDC-142119, 627167 (CHEMBL)		291.34708	3.901	4	1	46.51	4	N	0	Y	100	49	0	6.07278	0	.74	Cc1cc(c2ccc(cc2n1)OC)NN=Cc3ccccc3
527241	TCMDC-125087, 627241 (CHEMBL), COMMERCIAL		569.60113	5.443	8	0	93.93	12	N	2	Y	100	100	0	6.30396	4	3.45	COCCOC(=O)C(=O)c1c(c(c2n1ccc3c2cc(c(c3)OC)OC)c4ccc(c(c4)OC)OC)c5ccccc5
527243	TCMDC-131879, 627243 (CHEMBL)		208.21388	-.353	5	2	87.57	2	N	0	Y	89	42	0	5.86547	64	3.57	c1c(c(cc2c1OCCO2)N)C(=O)CN.Cl
49931	TCMDC-125858, 149931 (CHEMBL), COMMERCIAL		454.43927	.114	12	5	210.53	9	N	2	Y	91		1		0	.74	CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
527286	TCMDC-135771, 627286 (CHEMBL)		566.75458	4.755	5	3	112.05	10	N	1	Y	99	98	0	7.1749	3	5.47	CCCc1cn2c3c1cc(cc3N(S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC5CCCCC5)O.C(=O)O
527319	TCMDC-139381, 627319 (CHEMBL)		428.32777	4.951	3	1	51.22	5	N	0	Y	100	99	0	6.04001	16	.7	Cc1cc(c2cc(ccc2n1)NC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)OC.Cl
542340	TCMDC-132747, 642340 (CHEMBL)		359.43928	5.258	2	2	40.71	5	N	1	Y	100	85	2	6.54519	20	3.85	CC(C)NCc1cccc(c1)c2cccc(c2)c3[nH]c4ccc(cc4n3)F.C(=O)(C(F)(F)F)O
527514	TCMDC-136499, 627514 (CHEMBL)		478.51538	3.037	8	2	96.81	8	N	0	Y	89	6	3	6.02263	18	1.92	COc1ccc2c(n1)c(c(cn2)F)CCN3CC(C(C3)O)CNCc4ccc5c(c4)ccc(=O)o5.Cl
527518	TCMDC-140873, 627518 (CHEMBL)		588.30858	7.696	3	3	78.43	8	N	2	Y	99	88	2	6.14421	0	2.22	c1cc(ccc1CC(=O)NCCc2ccc(c(c2)Cl)Cl)NC(=O)c3ccc(c(c3)c4ccc(c(c4)Cl)Cl)O
541794	TCMDC-139178, 641794 (CHEMBL)		557.51126	5.969	5	2	69.83	11	N	2	N	100	96	0	6.28906	55	19.08	COc1ccccc1N2CCN(CC2)CCCCNC(=O)/C(=C/C=C/c3cc4cc(c(cc4[nH]3)Cl)Cl)/OC
527597	TCMDC-123685, 627597 (CHEMBL), COMMERCIAL		301.76744	3.879	2	0	29.54	3	N	0	Y	94	77	0	6.29072	4	1.44	CC(C(=O)N1CCc2c1cccc2)Oc3cccc(c3)Cl
