COMPOUND_ID	FragA	Ca	Cb	IntAB	UnionAB	CommonProp	ExpCommonProp	LogDiffCP	PIa	PIb	PIaU	PIbU	FragEffA	MedPotA	MedPotB	pXC50_3D7	Ratio
525544	62	257	257	12	503	0.0238568588469185	0.0118985126069347	0.302120585899506	0.51195219123506	0.51195219123506	0.48804780876494	0.48804780876494	4.14516129032258	6.10359	6.14596	6.14648	2.0050286649286
525546	24	1184	1184	105	2264	0.0463780918727915	0.0480019297258181	-0.0149458202474777	0.523199292973928	0.523199292973928	0.476800707026072	0.476800707026072	49.3333333333333	6.104775	5.95866	5.9537	0.966171404726815
525547	71	2489	2489	509	4470	0.113870246085011	0.105758633580782	0.0320944281842869	0.556947863056612	0.556947863056612	0.443052136943388	0.443052136943388	35.056338028169	6.14406	6.149335	6.16807	1.07669929375585
525548	64	1584	1584	167	3002	0.0556295802798135	0.0650095410082924	-0.0676713165282745	0.527824058647118	0.527824058647118	0.472175941352882	0.472175941352882	24.75	6.11343	6.5857	6.57819	0.855714090839643
525549	6	51	51	8	95	0.0842105263157895	0.0116687725436431	0.858341207368026	0.542553191489362	0.542553191489362	0.457446808510638	0.457446808510638	8.5	8.1007	8.49485	8.49485	7.21674246377056
525550	10	937	937	74	1801	0.0410882842865075	0.0378172098794178	0.0360285230865021	0.520555555555556	0.520555555555556	0.479444444444444	0.479444444444444	93.7	6.13283	6.814225	6.84605	1.08649697895534
525552	52	189	189	7	372	0.0188172043010753	0.00994154968276965	0.277101012896217	0.509433962264151	0.509433962264151	0.490566037735849	0.490566037735849	3.63461538461538	6.09827	5.90643	5.90589	1.89278381153077
525553	25	251	251	1	502	0.00199203187250996	0.0117101212502316	-0.769265109060584	0.500998003992016	0.500998003992016	0.499001996007984	0.499001996007984	10.04	6.11179	5.931445	5.92959	0.17011197663479
525554	35	54	54	1	108	0.00925925925925926	0.0112499030180774	-0.0845725340325212	0.504672897196262	0.504672897196262	0.495327102803738	0.495327102803738	1.54285714285714	6.02674	5.88027	5.88065	0.823052362707535
525555	33	528	528	27	1030	0.0262135922330097	0.0216191043604926	0.0836888414809698	0.513119533527697	0.513119533527697	0.486880466472303	0.486880466472303	16	6.103955	6.00503	6.00519	1.21251980636688
525556	32	725	725	38	1413	0.02689313517339	0.0292961073131684	-0.0371684830356125	0.513456090651558	0.513456090651558	0.486543909348442	0.486543909348442	22.65625	6.12116	6.117975	6.11791	0.9179764016396
525557	21	357	357	16	699	0.0228898426323319	0.0152834121403707	0.175422482231943	0.511461318051576	0.511461318051576	0.488538681948424	0.488538681948424	17	6.09792	6.262015	6.26426	1.49769190427503
525558	14	578	578	30	1127	0.0266193433895297	0.0235394019389602	0.0534019140620152	0.513321492007105	0.513321492007105	0.486678507992895	0.486678507992895	41.2857142857143	6.160715	6.14045	6.14086	1.1308419584557
525560	82	661	661	28	1295	0.0216216216216216	0.0267717835973821	-0.0927890429163498	0.510819165378671	0.510819165378671	0.489180834621329	0.489180834621329	8.0609756097561	6.14325	6.074015	6.0743	0.807627237198195
525563	37	1461	1461	153	2770	0.0552346570397112	0.0597142503692804	-0.0338663229477785	0.52762730227519	0.52762730227519	0.47237269772481	0.47237269772481	39.4864864864865	6.13356	6.098405	6.09756	0.92498284242259
525564	132	1010	1010	84	1937	0.0433660299432111	0.0408004797798434	0.0264843952795228	0.521694214876033	0.521694214876033	0.478305785123967	0.478305785123967	7.65151515151515	6.10277	6.03042	6.02998	1.06288039202508
525565	10	73	73	1	146	0.00684931506849315	0.00961076984030201	-0.147111032631363	0.503448275862069	0.503448275862069	0.496551724137931	0.496551724137931	7.3	6.14421	6.858935	6.86151	0.712670803931969
525567	44	1521	1521	197	2846	0.0692199578355587	0.0622901200007358	0.045812162878291	0.534622144112478	0.534622144112478	0.465377855887522	0.465377855887522	34.5681818181818	6.09826	6.100365	6.09922	1.11125099509747
525568	50	1725	1725	233	3218	0.0724052206339341	0.0711505702848697	0.00759149587883345	0.536213863848306	0.536213863848306	0.463786136151694	0.463786136151694	34.5	6.11179	6.078765	6.08019	1.01763373566847
525569	42	415	415	6	825	0.00727272727272727	0.0173804762141092	-0.378364369837414	0.503640776699029	0.503640776699029	0.496359223300971	0.496359223300971	9.88095238095238	6.07386	6.611395	6.60741	0.418442347789262
525571	37	592	592	29	1156	0.0250865051903114	0.0240809665510553	0.0177662493613227	0.512554112554113	0.512554112554113	0.487445887445887	0.487445887445887	16	6.11292	6.35042	6.35024	1.04175657306463
525572	14	650	650	17	1284	0.0132398753894081	0.026340550746084	-0.298740953598573	0.506625097427903	0.506625097427903	0.493374902572097	0.493374902572097	46.4285714285714	6.15036	6.09053	6.08941	0.502642314393387
525573	44	1585	1585	189	2982	0.0633802816901408	0.0650528281695144	-0.0113120171897507	0.53170077155317	0.53170077155317	0.46829922844683	0.46829922844683	36.0227272727273	6.10853	6.25988	6.29642	0.974289411752934
525574	11	4	4	1	8	0.125	0.1112626822406	0.0505604876185032	0.571428571428571	0.571428571428571	0.428571428571429	0.428571428571429	0.363636363636364	6.535645	6.4305	6.43028	1.12346743295019
525575	41	206	206	4	409	0.0097799511002445	0.010386461761081	-0.0261309432218351	0.504901960784314	0.504901960784314	0.495098039215686	0.495098039215686	5.02439024390244	6.07599	6.05037	6.05019	0.941605652166439
525576	10	361	361	11	712	0.0154494382022472	0.0154256939517786	0.000667980880983077	0.507735583684951	0.507735583684951	0.492264416315049	0.492264416315049	36.1	6.12236	6.591845	6.58865	1.00153926627501
525578	42	112	112	3	222	0.0135135135135135	0.00875927106755714	0.188300313885136	0.506787330316742	0.506787330316742	0.493212669683258	0.493212669683258	2.66666666666667	6.07113	6.00088	6.00083	1.54276690483587
525580	26	1013	1013	90	1937	0.0464636035105834	0.0409235753255654	0.0551393194881655	0.523243801652893	0.523243801652893	0.476756198347107	0.476756198347107	38.9615384615385	6.11848	6.149065	6.15245	1.13537497984828
525581	116	1654	1654	167	3142	0.0531508593252705	0.0680488263171146	-0.107310348597615	0.526583890480739	0.526583890480739	0.473416109519261	0.473416109519261	14.2586206896552	6.117035	6.74495	6.79041	0.78106944971515
525582	50	981	981	90	1873	0.0480512546716498	0.0396125536131695	0.0838718920743029	0.524038461538462	0.524038461538462	0.475961538461538	0.475961538461538	19.62	6.11419	6.44794	6.45311	1.21303097853491
525584	25	572	572	36	1109	0.0324616771866546	0.0233077975050056	0.143869718275384	0.516245487364621	0.516245487364621	0.483754512635379	0.483754512635379	22.88	6.071565	5.98748	5.98642	1.39273893981974
525587	3	34	34	1	68	0.0147058823529412	0.0157984390830448	-0.0311230926285031	0.507462686567164	0.507462686567164	0.492537313432836	0.492537313432836	11.3333333333333	6.05728	5.85937	5.85939	0.930844007793392
525597	14	146	146	2	291	0.00687285223367698	0.00904507687130396	-0.119275255467594	0.503448275862069	0.503448275862069	0.496551724137931	0.496551724137931	10.4285714285714	6.10235	5.9835	5.98368	0.759844535482225
525598	258	1890	1890	298	3483	0.085558426643698	0.0784330961380549	0.0377634305414685	0.542791499138426	0.542791499138426	0.457208500861574	0.457208500861574	7.32558139534884	6.114325	6.05696	6.05493	1.09084596753775
525599	17	410	410	15	806	0.0186104218362283	0.017197113705796	0.0343006544611459	0.509316770186335	0.509316770186335	0.490683229813665	0.490683229813665	24.1176470588235	6.22212	6.04882	6.0484	1.08218286827725
525600	39	1572	1572	197	2948	0.0668249660786974	0.0644903917489033	0.0154437318938001	0.533423820834747	0.533423820834747	0.466576179165253	0.466576179165253	40.3076923076923	6.18578	6.12794	6.12971	1.03620034343851
525601	15	92	92	51	134	0.380597014925373	0.00894696494877282	1.62878964180755	0.691729323308271	0.691729323308271	0.308270676691729	0.308270676691729	6.13333333333333	8.49485	8.49485	8.49485	42.5392316952774
525602	54	296	296	9	584	0.0154109589041096	0.013171418453805	0.0681971148906801	0.507718696397942	0.507718696397942	0.492281303602058	0.492281303602058	5.48148148148148	6.09202	6.14494	6.14562	1.17003031664047
525603	13	65	65	2	129	0.0155038759689922	0.0101331060004263	0.1846976996205	0.5078125	0.5078125	0.4921875	0.4921875	5	6.12751	5.907275	5.90719	1.53002208487112
525604	35	339	339	9	670	0.0134328358208955	0.014648263656153	-0.0376184415528125	0.506726457399103	0.506726457399103	0.493273542600897	0.493273542600897	9.68571428571429	6.14086	6.0048	6.00524	0.917025808396959
525606	21	498	498	21	976	0.021516393442623	0.0204785573646411	0.0214701180565735	0.510769230769231	0.510769230769231	0.489230769230769	0.489230769230769	23.7142857142857	6.106945	6.13431	6.13433	1.05067915964499
525607	63	1017	1017	90	1945	0.0462724935732648	0.0410877625613375	0.0516104114259592	0.523148148148148	0.523148148148148	0.476851851851852	0.476851851851852	16.1428571428571	6.10539	6.20857	6.21357	1.1261867448778
525608	91	2475	2475	560	4391	0.12753359143703	0.105103749361214	0.0840063810301648	0.56378132118451	0.56378132118451	0.43621867881549	0.43621867881549	27.1978021978022	6.14663	6.181175	6.21489	1.21340667875445
525609	15	1289	1289	136	2443	0.0556692591076545	0.0524065456426617	0.02622990710484	0.527846027846028	0.527846027846028	0.472153972153972	0.472153972153972	85.9333333333333	6.12471	5.91476	5.85369	1.06225774709976
525611	27	1458	1458	181	2736	0.0661549707602339	0.0595858174478068	0.0454195800863402	0.53308957952468	0.53308957952468	0.46691042047532	0.46691042047532	54	6.11664	5.92788	5.87716	1.11024692777239
525612	14	159	159	1	318	0.00314465408805031	0.00927148151329743	-0.46957625667919	0.501577287066246	0.501577287066246	0.498422712933754	0.498422712933754	11.3571428571429	6.12507	6.095805	6.09594	0.33917492943713
525613	78	593	593	38	1149	0.0330722367275892	0.024119710240455	0.137091481779124	0.516550522648084	0.516550522648084	0.483449477351916	0.483449477351916	7.6025641025641	6.15687	6.217985	6.21834	1.37117056539587
525614	31	1821	1821	270	3373	0.0800474355173436	0.0753750196329503	0.0261199847007707	0.540035587188612	0.540035587188612	0.459964412811388	0.459964412811388	58.741935483871	6.10093	6.104015	6.10285	1.06198891764336
525615	17	647	647	37	1258	0.0294117647058824	0.0262230838445748	0.0498373194050561	0.514717581543357	0.514717581543357	0.485282418456643	0.485282418456643	38.0588235294118	6.09529	5.92316	5.915	1.121598240703
525616	44	139	139	2	277	0.0072202166064982	0.00894485045608923	-0.0930228576400083	0.503623188405797	0.503623188405797	0.496376811594203	0.496376811594203	3.15909090909091	6.1132	6.14707	6.14742	0.8071925452463
525617	5	185	185	1	370	0.0027027027027027	0.00984277674647899	-0.561319358632034	0.501355013550135	0.501355013550135	0.498644986449865	0.498644986449865	37	6.13471	8.49485	8.12586	0.274587423073426
525618	24	1006	1006	99	1914	0.0517241379310345	0.040636412353482	0.104777902527101	0.525875588081547	0.525875588081547	0.474124411918453	0.474124411918453	41.9166666666667	6.118505	6.92271	7.201	1.27285198016754
525619	77	713	713	20	1407	0.0142146410803127	0.0288208891541383	-0.306971476887844	0.507112375533428	0.507112375533428	0.492887624466572	0.492887624466572	9.25974025974026	6.16073	5.98205	5.98056	0.493206195141682
525629	38	340	340	12	669	0.0179372197309417	0.0146833179728131	0.0869309245755279	0.508982035928144	0.508982035928144	0.491017964071856	0.491017964071856	8.94736842105263	6.118115	6.46982	6.47025	1.22160534588663
525630	17	112	112	3	222	0.0135135135135135	0.00875927106755714	0.188300313885136	0.506787330316742	0.506787330316742	0.493212669683258	0.493212669683258	6.58823529411765	6.09999	6.12814	6.12789	1.54276690483587
525631	3	1	1	1	2	0.5	0.333367433057978	0.176046833361256	1	1	0	0	0.333333333333333	8.49485		7.94413	1.49984656693517
525632	8	41	41	1	82	0.0121951219512195	0.01362322141276	-0.048093667475936	0.506172839506173	0.506172839506173	0.493827160493827	0.493827160493827	5.125	6.09046	6.675815	6.6762	0.895171676487407
525633	32	211	211	12	411	0.0291970802919708	0.0105241292473881	0.44315325113163	0.514634146341463	0.514634146341463	0.485365853658537	0.485365853658537	6.59375	6.06782	6.03333	6.03335	2.77429890926293
525634	6	92	92	51	134	0.380597014925373	0.00894696494877282	1.62878964180755	0.691729323308271	0.691729323308271	0.308270676691729	0.308270676691729	15.3333333333333	8.49485	8.49485	8.49485	42.5392316952774
525635	30	1809	1809	402	3217	0.12496114392291	0.0748450398102947	0.222611968457317	0.5625	0.5625	0.4375	0.4375	60.3	6.1792	6.66479	6.6745	1.66959820236105
525636	15	382	382	10	755	0.0132450331125828	0.016178789681841	-0.0868929810093717	0.506631299734748	0.506631299734748	0.493368700265252	0.493368700265252	25.4666666666667	6.09202	6.63688	6.63926	0.818666499351863
525637	45	252	252	7	498	0.0140562248995984	0.0117413593517447	0.0781503171414057	0.507042253521127	0.507042253521127	0.492957746478873	0.492957746478873	5.6	6.138585	5.9099	5.90811	1.19715481644889
525638	23	991	991	94	1889	0.0497617787188989	0.0400217725456709	0.0945995762513265	0.52489406779661	0.52489406779661	0.47510593220339	0.47510593220339	43.0869565217391	6.10905	6.20966	6.21425	1.24336768597925
525639	13	59	59	1	118	0.00847457627118644	0.0106716034544591	-0.100111686253046	0.504273504273504	0.504273504273504	0.495726495726496	0.495726495726496	4.53846153846154	6.12236	5.989925	5.99009	0.794123985898798
525641	39	425	425	17	834	0.0203836930455636	0.017748466293091	0.0601220406297487	0.510204081632653	0.510204081632653	0.489795918367347	0.489795918367347	10.8974358974359	6.0939	5.921105	5.91795	1.14847630825985
525642	82	532	532	23	1042	0.0220729366602687	0.0217718745720937	0.00596429337508586	0.51104707012488	0.51104707012488	0.48895292987512	0.48895292987512	6.48780487804878	6.1507	6.20302	6.20408	1.01382802786127
525643	46	1150	1150	108	2193	0.0492476060191518	0.0465850358093943	0.0241386901470526	0.52463503649635	0.52463503649635	0.47536496350365	0.47536496350365	25	6.11303	6.09974	6.09921	1.05715505340925
525644	35	2317	2317	319	4316	0.0739110287303058	0.0977674792072633	-0.121485170629151	0.536964078794901	0.536964078794901	0.463035921205099	0.463035921205099	66.2	6.15245	6.02347	6.02028	0.755987873775668
525645	19	83	83	2	165	0.0121212121212121	0.00918199880264855	0.120608819652959	0.50609756097561	0.50609756097561	0.49390243902439	0.49390243902439	4.36842105263158	6.09568	6.009355	6.00936	1.32010604463548
525646	26	173	173	5	342	0.0146198830409357	0.00956248668723704	0.184373054736617	0.50733137829912	0.50733137829912	0.49266862170088	0.49266862170088	6.65384615384615	6.08156	6.007365	6.00727	1.52887878635676
525647	8	936	936	82	1791	0.045784477945282	0.0377765067542081	0.0834964709031645	0.522905027932961	0.522905027932961	0.477094972067039	0.477094972067039	117	6.10681	6.14884	6.15186	1.21198284010688
525649	67	59	59	1	118	0.00847457627118644	0.0106716034544591	-0.100111686253046	0.504273504273504	0.504273504273504	0.495726495726496	0.495726495726496	0.880597014925373	6.09182	6.53277	6.53176	0.794123985898798
525650	33	1952	1952	239	3666	0.0651936715766503	0.0811965120399556	-0.0953319333239695	0.532605729877217	0.532605729877217	0.467394270122783	0.467394270122783	59.1515151515151	6.112515	6.57457	6.57022	0.802912218009678
525653	12	62	62	1	124	0.00806451612903226	0.0103838671691873	-0.109780809142993	0.504065040650406	0.504065040650406	0.495934959349594	0.495934959349594	5.16666666666667	6.10116	6.0538	6.0538	0.776638991777806
525654	12	241	241	5	478	0.0104602510460251	0.0114014930400631	-0.0374196187531992	0.505241090146751	0.505241090146751	0.494758909853249	0.494758909853249	20.0833333333333	6.09314	6.172815	6.17314	0.917445724807218
525656	77	310	310	13	608	0.0213815789473684	0.0136451374053609	0.195061859698062	0.510708401976936	0.510708401976936	0.489291598023064	0.489291598023064	4.02597402597403	6.08974	6.1404	6.14034	1.566974249667
525658	77	1750	1750	266	3235	0.082225656877898	0.0722473024957238	0.0561857151886578	0.541125541125541	0.541125541125541	0.458874458874459	0.458874458874459	22.7272727272727	6.14054	6.38681	6.40791	1.1381138677498
525661	2	8	8	1	16	0.0625	0.0591294455429454	0.0240762107070236	0.533333333333333	0.533333333333333	0.466666666666667	0.466666666666667	4	6.08409	6.32676	6.32719	1.05700297755382
525662	32	1187	1187	58	2317	0.0250323694432456	0.048127171619812	-0.283888379652121	0.512521588946459	0.512521588946459	0.487478411053541	0.487478411053541	37.09375	6.09976	6.83781	6.98904	0.520129660662227
525663	4	69	69	1	138	0.0072463768115942	0.00984800480363482	-0.13322733816361	0.503649635036496	0.503649635036496	0.496350364963504	0.496350364963504	17.25	6.06891	6.183365	6.18343	0.735821819351634
525664	30	1195	1195	120	2271	0.0528401585204756	0.0484613251245474	0.0375688265329943	0.526431718061674	0.526431718061674	0.473568281938326	0.473568281938326	39.8333333333333	6.11848	6.26763	6.29495	1.09035727736859
525665	5	54	54	1	108	0.00925925925925926	0.0112499030180774	-0.0845725340325212	0.504672897196262	0.504672897196262	0.495327102803738	0.495327102803738	10.8	6.45318	6.22292	6.22304	0.823052362707535
525667	17	346	346	12	681	0.0176211453744493	0.0148942324370914	0.0730160070419856	0.508823529411765	0.508823529411765	0.491176470588235	0.491176470588235	20.3529411764706	6.075795	6.01662	6.01639	1.1830851605731
525668	14	981	981	89	1874	0.0474919957310566	0.0396125536131695	0.0787875801033688	0.523758675920982	0.523758675920982	0.476241324079018	0.476241324079018	70.0714285714286	6.13199	6.14301	6.14488	1.19891275363948
525669	23	364	364	8	721	0.0110957004160888	0.01553266042571	-0.146091125552042	0.505555555555556	0.505555555555556	0.494444444444444	0.494444444444444	15.8260869565217	6.092315	6.05266	6.05288	0.714346423084287
525670	36	1286	1286	132	2441	0.0540761982793937	0.0522800996126863	0.0146697453897418	0.527049180327869	0.527049180327869	0.472950819672131	0.472950819672131	35.7222222222222	6.109975	6.159	6.16606	1.03435530306969
525671	53	382	382	9	756	0.0119047619047619	0.016178789681841	-0.133225315442065	0.505960264900662	0.505960264900662	0.494039735099338	0.494039735099338	7.20754716981132	6.062545	6.02085	6.02034	0.735825246441258
525672	24	554	554	19	1090	0.0174311926605505	0.0226148394908321	-0.113066406668968	0.508723599632691	0.508723599632691	0.491276400367309	0.491276400367309	23.0833333333333	6.07205	6.54657	6.54312	0.770785601534643
525673	56	1615	1615	316	2915	0.108404802744425	0.0663532114173253	0.213186576472548	0.554221002059025	0.554221002059025	0.445778997940975	0.445778997940975	28.8392857142857	6.18612	6.62602	6.62334	1.63375367113158
525675	13	581	581	24	1139	0.0210711150131694	0.0236553167432034	-0.0502412499668099	0.510544815465729	0.510544815465729	0.489455184534271	0.489455184534271	44.6923076923077	6.17785	6.079245	6.07985	0.890755986990685
525676	34	185	185	3	368	0.00815217391304348	0.00984277674647899	-0.0818441985188936	0.50408719346049	0.50408719346049	0.49591280653951	0.49591280653951	5.44117647058824	6.1	5.988855	5.98847	0.828239238074735
525678	18	445	445	12	879	0.0136518771331058	0.018489183215919	-0.131725355076915	0.506833712984055	0.506833712984055	0.493166287015945	0.493166287015945	24.7222222222222	6.09855	6.110335	6.11033	0.738371023407443
525679	46	1891	1891	276	3507	0.0786997433704021	0.0784775501986684	0.00122787879202346	0.53936109526526	0.53936109526526	0.46063890473474	0.46063890473474	41.1086956521739	6.11948	6.061585	6.06046	1.00283129597154
525680	23	735	735	56	1415	0.0395759717314488	0.0296927636544373	0.124780965702958	0.51980198019802	0.51980198019802	0.48019801980198	0.48019801980198	31.9565217391304	6.10576	6.173555	6.17626	1.33284904672504
525681	17	92	92	2	183	0.0109289617486339	0.00894696494877282	0.0869031700079741	0.505494505494505	0.505494505494505	0.494505494505495	0.494505494505495	5.41176470588235	8.49485	7.22089	7.23255	1.22152727893864
525682	4	39	39	1	78	0.0128205128205128	0.0141562881444126	-0.0430439966004903	0.506493506493506	0.506493506493506	0.493506493506494	0.493506493506494	9.75	6.11836	5.91962	5.91969	0.905640849474584
525683	51	2326	2326	401	4252	0.0943085606773283	0.0981826903256709	-0.0174838113573794	0.547165372853446	0.547165372853446	0.452834627146554	0.452834627146554	45.6078431372549	6.15158	6.10559	6.10506	0.960541622606876
525684	18	118	118	2	235	0.00851063829787234	0.00876644725075395	-0.0128614905323015	0.504273504273504	0.504273504273504	0.495726495726496	0.495726495726496	6.55555555555556	6.11855	6.45204	6.45303	0.970819541193314
525686	31	41	41	2	81	0.0246913580246914	0.01362322141276	0.258265161693112	0.5125	0.5125	0.4875	0.4875	1.32258064516129	6.37486	6.63928	6.63948	1.81244635733253
525687	16	9	9	1	18	0.0555555555555556	0.0529759861046594	0.0206484454019926	0.529411764705882	0.529411764705882	0.470588235294118	0.470588235294118	0.5625	6.1313	6.549105	6.5497	1.04869318422502
525688	39	829	829	32	1627	0.0196681007990166	0.0334481028402289	-0.230609064452161	0.509840098400984	0.509840098400984	0.490159901599016	0.490159901599016	21.2564102564103	6.13798	6.008595	6.00867	0.588018426425109
525689	14	780	780	37	1524	0.0242782152230971	0.0314846622758082	-0.112882282085243	0.512147078135259	0.512147078135259	0.487852921864741	0.487852921864741	55.7142857142857	6.15279	6.14767	6.14982	0.771112455023909
525691	23	411	411	13	810	0.0160493827160494	0.0172337515382796	-0.0309214939342994	0.508034610630408	0.508034610630408	0.491965389369592	0.491965389369592	17.8695652173913	6.15684	6.121935	6.12225	0.931276204162541
525692	58	1660	1660	268	3053	0.0877825090075336	0.0683102035676309	0.108922410175339	0.543905635648755	0.543905635648755	0.456094364351245	0.456094364351245	28.6206896551724	6.178485	6.23666	6.2709	1.28505705477256
525694	44	582	582	32	1133	0.028243601059135	0.0236939715150716	0.0762822064454904	0.514134275618375	0.514134275618375	0.485865724381625	0.485865724381625	13.2272727272727	6.115975	6.13558	6.13559	1.19201633382439
525695	91	1200	1200	111	2290	0.048471615720524	0.0486703002287685	-0.00177652880424284	0.524246395806029	0.524246395806029	0.475753604193971	0.475753604193971	13.1868131868132	6.09848	6.14496	6.14921	0.995917746401592
525696	86	874	874	76	1673	0.045427375971309	0.03526185527893	0.110012492640271	0.522727272727273	0.522727272727273	0.477272727272727	0.477272727272727	10.1627906976744	6.10798	6.07524	6.07601	1.28828660919759
525698	46	844	844	61	1628	0.0374692874692875	0.0340515883652731	0.041538059701159	0.518746158574063	0.518746158574063	0.481253841425937	0.481253841425937	18.3478260869565	6.122365	6.13434	6.13471	1.10036827261485
525699	43	1877	1877	255	3500	0.0728571428571429	0.0778555423974892	-0.0288173985721341	0.536438982566448	0.536438982566448	0.463561017433552	0.463561017433552	43.6511627906977	6.15359	6.11238	6.11205	0.935799053138347
525701	51	770	770	55	1486	0.0370121130551817	0.0310855039893818	0.0757859670905223	0.518518518518518	0.518518518518518	0.481481481481482	0.481481481481482	15.0980392156863	6.09443	6.06585	6.06611	1.19065507407647
525702	38	994	994	60	1929	0.031104199066874	0.040144622821324	-0.11080835911853	0.515560165975104	0.515560165975104	0.484439834024896	0.484439834024896	26.1578947368421	6.11671	6.32065	6.3351	0.774803619536117
525703	46	432	432	17	848	0.0200471698113208	0.0180070214197857	0.0466111879473396	0.510035419126328	0.510035419126328	0.489964580873672	0.489964580873672	9.39130434782609	6.12234	5.9426	5.93957	1.11329738239181
525704	31	274	274	5	544	0.00919117647058824	0.0124438782643819	-0.131584649215913	0.504604051565378	0.504604051565378	0.495395948434622	0.495395948434622	8.83870967741935	6.152295	6.13233	6.13225	0.738610284937945
525705	50	1186	1186	126	2247	0.0560747663551402	0.0480854203385107	0.0667540559162334	0.528049866429207	0.528049866429207	0.471950133570793	0.471950133570793	23.72	6.112555	6.19844	6.20523	1.16614903146081
525706	36	530	530	26	1035	0.0251207729468599	0.0216954698101752	0.0636639390683813	0.51257253384913	0.51257253384913	0.48742746615087	0.48742746615087	14.7222222222222	6.119625	6.11846	6.11825	1.15788103077069
525708	23	366	366	7	726	0.00964187327823691	0.0156040902907718	-0.209077035313958	0.504827586206897	0.504827586206897	0.495172413793103	0.495172413793103	15.9130434782609	6.063495	6.16476	6.16514	0.617906785885436
525711	32	827	827	45	1610	0.0279503105590062	0.033367722583741	-0.0769399284238397	0.513983840894966	0.513983840894966	0.486016159105034	0.486016159105034	25.84375	6.10618	6.032855	6.03252	0.837645137118991
525714	17	451	451	13	890	0.0146067415730337	0.0187125512296455	-0.107579656665639	0.507311586051744	0.507311586051744	0.492688413948256	0.492688413948256	26.5294117647059	6.18362	6.093345	6.09288	0.780585254986122
525715	12	38	38	1	76	0.0131578947368421	0.0144465931065863	-0.0405790331823299	0.506666666666667	0.506666666666667	0.493333333333333	0.493333333333333	3.16666666666667	6.151825	6.01351	6.01344	0.910795690012433
525716	78	432	432	19	846	0.0224586288416076	0.0180070214197857	0.095941356739585	0.511242603550296	0.511242603550296	0.488757396449704	0.488757396449704	5.53846153846154	6.06227	5.93523	5.93207	1.24721509004985
525718	39	416	416	21	812	0.0258620689655172	0.0174172002082314	0.17168492147094	0.512946979038224	0.512946979038224	0.487053020961776	0.487053020961776	10.6666666666667	6.091765	6.11973	6.11981	1.48485799418524
525720	18	879	879	54	1705	0.0316715542521994	0.0354639861172831	-0.0491181717881271	0.515845070422535	0.515845070422535	0.484154929577465	0.484154929577465	48.8333333333333	6.1213	5.922245	5.90764	0.8930624478438
525721	23	135	135	1	270	0.0037037037037037	0.00889558846086314	-0.380538446972682	0.50185873605948	0.50185873605948	0.49814126394052	0.49814126394052	5.8695652173913	6.08759	5.99653	5.99614	0.416352860746475
525722	11	109	109	3	216	0.0138888888888889	0.00876497107366059	0.199917016404214	0.506976744186047	0.506976744186047	0.493023255813953	0.493023255813953	9.90909090909091	6.1313	5.932315	5.9318	1.58459038508707
525723	2	3	3	1	6	0.166666666666667	0.142969888960747	0.0666041697399781	0.6	0.6	0.4	0.4	1.5	6.06794	6.784285	6.78453	1.1657466329321
525724	16	658	658	32	1285	0.0249027237354086	0.0266540941649145	-0.0295170770313551	0.512461059190031	0.512461059190031	0.487538940809969	0.487538940809969	41.125	6.10433	5.99072	5.98961	0.934292629917571
525725	62	1304	1304	124	2485	0.0498993963782696	0.0530393009937382	-0.0265024997638112	0.524959742351047	0.524959742351047	0.475040257648953	0.475040257648953	21.0322580645161	6.144125	6.06814	6.06878	0.940800414850127
525726	67	1129	1129	104	2155	0.0482598607888631	0.0457122175967942	0.0235537744536385	0.52414113277623	0.52414113277623	0.47585886722377	0.47585886722377	16.8507462686567	6.10454	6.2411	6.25783	1.05573221615587
525727	22	1033	1033	83	1984	0.0418346774193548	0.0417451924773372	0.000929956733102699	0.520927887039839	0.520927887039839	0.479072112960161	0.479072112960161	46.9545454545455	6.11859	6.023875	6.02273	1.00214359874053
525730	35	1700	1700	363	3038	0.119486504279131	0.0700562185519918	0.231872163953952	0.559762923938097	0.559762923938097	0.440237076061903	0.440237076061903	48.5714285714286	6.17053	6.67376	6.68374	1.70558027179921
525731	31	217	217	4	431	0.00928074245939675	0.0106929036418618	-0.061512932068333	0.504651162790698	0.504651162790698	0.495348837209302	0.495348837209302	7	6.0815	6.071775	6.07163	0.867934732252093
525733	46	1517	1517	191	2844	0.0671589310829817	0.0621179684268426	0.0338865315372054	0.53359127682026	0.53359127682026	0.46640872317974	0.46640872317974	32.9782608695652	6.12221	6.45516	6.45924	1.08115144110155
525734	7	20	20	1	40	0.025	0.0251575860402926	-0.00272895800277384	0.512820512820513	0.512820512820513	0.487179487179487	0.487179487179487	2.85714285714286	6.154265	6.8606	6.86102	0.993736042876284
525735	10	149	149	3	296	0.0101351351351351	0.00909298535599676	0.0471230519922141	0.505084745762712	0.505084745762712	0.494915254237288	0.494915254237288	14.9	6.13346	5.98352	5.98367	1.11461029995513
525736	51	974	974	140	1809	0.0773908236594804	0.0393263595913896	0.294005722829361	0.538716814159292	0.538716814159292	0.461283185840708	0.461283185840708	19.0980392156863	6.16063	6.8133	6.84684	1.96791222130881
525737	42	240	240	4	477	0.00838574423480084	0.0113710233856653	-0.132257940416293	0.504201680672269	0.504201680672269	0.495798319327731	0.495798319327731	5.71428571428571	6.112705	5.9404	5.94014	0.737466096971728
