COMPOUND_ID	FragA	Ca	Cb	IntAB	UnionAB	CommonProp	ExpCommonProp	LogDiffCP	PIa	PIb	PIaU	PIbU	FragEffA	MedPotA	MedPotB	pXC50_3D7	Ratio
35650	24	1177	1177	129	2226	0.0579514824797844	0.0477098381729132	0.0844566068233774	0.528988764044944	0.528988764044944	0.471011235955056	0.471011235955056	49.0416666666667	6.11684	6.141705	6.14413	1.21466524932976
36607	25	1303	1303	142	2465	0.057606490872211	0.0529970900967228	0.0362193962563755	0.528814935064935	0.528814935064935	0.471185064935065	0.471185064935065	52.12	6.11644	5.98536	5.98091	1.0869746011918
36641	18	1076	1076	92	2061	0.04463852498787	0.0435173751709105	0.0110471433423915	0.522330097087379	0.522330097087379	0.477669902912621	0.477669902912621	59.7777777777778	6.11779	6.11134	6.11072	1.02576326840845
42380	8	407	407	13	802	0.0162094763092269	0.0170873058883371	-0.0229046099992676	0.508114856429463	0.508114856429463	0.491885143570537	0.491885143570537	50.875	6.31555	6.032915	6.03259	0.948626800219612
54076	4	8	8	1	16	0.0625	0.0591294455429454	0.0240762107070236	0.533333333333333	0.533333333333333	0.466666666666667	0.466666666666667	2	6.162525	6.6428	6.64272	1.05700297755382
59579	16	299	299	13	586	0.0221843003412969	0.0132722809704372	0.223100169283682	0.511111111111111	0.511111111111111	0.488888888888889	0.488888888888889	18.6875	6.39375	6.96047	6.99973	1.6714760929723
66251	7	111	111	1	222	0.0045045045045045	0.00876044005706465	-0.288878896777939	0.502262443438914	0.502262443438914	0.497737556561086	0.497737556561086	15.8571428571429	6.11545	7.08932	7.09924	0.514187012885495
73386	10	96	96	4	189	0.0211640211640212	0.00887746544172273	0.377309196803238	0.51063829787234	0.51063829787234	0.48936170212766	0.48936170212766	9.6	6.14616	6.0562	6.05614	2.38401617026336
75258	35	702	702	32	1373	0.023306627822287	0.0283860249789478	-0.0856251395168313	0.511661807580175	0.511661807580175	0.488338192419825	0.488338192419825	20.0571428571429	6.136235	5.93639	5.92869	0.821059934935311
77129	28	38	38	1	76	0.0131578947368421	0.0144465931065863	-0.0405790331823299	0.506666666666667	0.506666666666667	0.493333333333333	0.493333333333333	1.35714285714286	6.13872	6.67092	6.67039	0.910795690012433
78315	51	1338	1338	136	2541	0.0535222353404172	0.0544767781932171	-0.00767717176912908	0.526771653543307	0.526771653543307	0.473228346456693	0.473228346456693	26.2352941176471	6.111285	6.05417	6.05253	0.982477986318971
78539	51	1338	1338	153	2524	0.0606180665610143	0.0544767781932171	0.0463906651565247	0.530321046373365	0.530321046373365	0.469678953626635	0.469678953626635	26.2352941176471	6.111285	6.10717	6.10715	1.11273222410502
78646	50	1338	1338	158	2519	0.0627233028979754	0.0544767781932171	0.0612175043673322	0.531374106433678	0.531374106433678	0.468625893566322	0.468625893566322	26.76	6.111285	6.13169	6.13341	1.15137687980574
78687	52	1416	1416	172	2661	0.0646373543780534	0.0577913696304604	0.0486205851764594	0.532330827067669	0.532330827067669	0.467669172932331	0.467669172932331	27.2307692307692	6.114285	6.06588	6.06611	1.1184603305194
78689	18	1284	1284	143	2426	0.0589447650453421	0.0521958217334068	0.0528095017397658	0.529484536082474	0.529484536082474	0.470515463917526	0.470515463917526	71.3333333333333	6.113395	6.01569	6.01511	1.12930045141172
78934	52	1275	1275	113	2438	0.0463494667760459	0.0518167642288357	-0.0484255471620312	0.523184242921625	0.523184242921625	0.476815757078375	0.476815757078375	24.5192307692308	6.11198	5.964845	5.96085	0.894487864416914
78935	47	1409	1409	164	2655	0.0617702448210923	0.0574929515344357	0.0311647178942192	0.530896759608139	0.530896759608139	0.469103240391861	0.469103240391861	29.9787234042553	6.11196	6.06775	6.06847	1.07439682904599
78938	33	1284	1284	140	2429	0.0576368876080692	0.0521958217334068	0.0430647816783656	0.528830313014827	0.528830313014827	0.471169686985173	0.471169686985173	38.9090909090909	6.111285	6.11342	6.11311	1.10424332243399
79099	34	1280	1280	135	2426	0.0556471558120363	0.0520273127371921	0.0292115772340575	0.527835051546392	0.527835051546392	0.472164948453608	0.472164948453608	37.6470588235294	6.11201	6.02672	6.02569	1.06957582247481
79144	41	1338	1338	154	2523	0.0610384462940943	0.0544767781932171	0.0493920552299112	0.530531324345757	0.530531324345757	0.469468675654243	0.469468675654243	32.6341463414634	6.111285	6.12654	6.12784	1.12044890168806
79205	49	1275	1275	143	2408	0.0593853820598007	0.0518167642288357	0.0592092655161871	0.52970502700457	0.52970502700457	0.47029497299543	0.47029497299543	26.0204081632653	6.11198	5.99871	5.99602	1.14606504176023
79228	48	1281	1281	154	2409	0.0639269406392694	0.0520694341392231	0.0891010628003817	0.531976744186046	0.531976744186046	0.468023255813954	0.468023255813954	26.6875	6.11198	6.00596	6.00503	1.22772489649766
79271	49	1279	1279	150	2409	0.062266500622665	0.0519851952343397	0.0783747797203476	0.531146179401993	0.531146179401993	0.468853820598007	0.468853820598007	26.1020408163265	6.11198	6.075425	6.07691	1.19777371888244
79360	33	1079	1079	70	2089	0.0335088559119196	0.0436413033505689	-0.114738112311036	0.51676245210728	0.51676245210728	0.48323754789272	0.48323754789272	32.6969696969697	6.11779	5.90858	5.86702	0.76782436222732
79428	49	1124	1124	93	2156	0.0431354359925789	0.045504666829946	-0.0232217469158926	0.521577726218097	0.521577726218097	0.478422273781903	0.478422273781903	22.9387755102041	6.11779	6.03647	6.03629	0.947934332840604
79706	48	1274	1274	146	2403	0.0607573866000832	0.0517746662324976	0.0694817771031544	0.530391340549542	0.530391340549542	0.469608659450458	0.469608659450458	26.5416666666667	6.11201	6.07624	6.07753	1.1734964418167
79707	55	1275	1275	145	2406	0.0602660016625104	0.0518167642288357	0.0656020898680612	0.53014553014553	0.53014553014553	0.46985446985447	0.46985446985447	23.1818181818182	6.11198	6.076415	6.07767	1.16305992007453
79711	53	1275	1275	151	2400	0.0629166666666667	0.0518167642288357	0.0842954162184755	0.531471446436015	0.531471446436015	0.468528553563985	0.468528553563985	24.0566037735849	6.11198	6.13804	6.14013	1.21421450380057
80887	15	218	218	4	433	0.0092378752886836	0.0107213914757874	-0.0646790589492492	0.50462962962963	0.50462962962963	0.49537037037037	0.49537037037037	14.5333333333333	6.20765	6.45615	6.45568	0.861630256627224
82297	12	8	8	1	16	0.0625	0.0591294455429454	0.0240762107070236	0.533333333333333	0.533333333333333	0.466666666666667	0.466666666666667	0.666666666666667	6.57425	7.43396	7.4352	1.05700297755382
85900	9	29	29	1	58	0.0172413793103448	0.0180625256292593	-0.0202064698926543	0.508771929824561	0.508771929824561	0.491228070175439	0.491228070175439	3.22222222222222	6.14531	6.112955	6.11297	0.954538676607642
91881	10	130	130	2	259	0.00772200772200772	0.00884319938646501	-0.0588791855239239	0.503875968992248	0.503875968992248	0.496124031007752	0.496124031007752	13	6.058355	6.07422	6.07417	0.873214250243715
91953	10	130	130	4	257	0.0155642023346304	0.00884319938646501	0.245517450890015	0.5078125	0.5078125	0.4921875	0.4921875	13	6.058355	5.93331	5.93257	1.76001938375971
92226	10	130	130	2	259	0.00772200772200772	0.00884319938646501	-0.0588791855239239	0.503875968992248	0.503875968992248	0.496124031007752	0.496124031007752	13	6.058355	5.8685	5.86769	0.873214250243715
99499	19	3	3	1	6	0.166666666666667	0.142969888960747	0.0666041697399781	0.6	0.6	0.4	0.4	0.157894736842105	6.75611	6.135805	6.13581	1.1657466329321
117476	7	42	42	1	84	0.0119047619047619	0.0133782227341189	-0.0506777083103931	0.506024096385542	0.506024096385542	0.493975903614458	0.493975903614458	6	6.155765	6.15662	6.1565	0.889861242510249
119305	10	66	66	1	132	0.00757575757575758	0.0100568713472275	-0.123036825646945	0.50381679389313	0.50381679389313	0.49618320610687	0.49618320610687	6.6	6.113665	6.06714	6.0673	0.75329168627041
128040	48	1883	1883	298	3469	0.085903718650908	0.0781220251252876	0.0412384714343281	0.542964244521338	0.542964244521338	0.457035755478662	0.457035755478662	39.2291666666667	6.11659	6.154775	6.16732	1.09960947009682
128402	53	1874	1874	286	3463	0.0825873520069304	0.077722352791759	0.0263676025981583	0.541305603697285	0.541305603697285	0.458694396302715	0.458694396302715	35.3584905660377	6.121695	6.05204	6.0501	1.06259459525378
128695	77	1956	1956	276	3637	0.0758867198240308	0.0813753046934395	-0.0303268466970081	0.537953795379538	0.537953795379538	0.462046204620462	0.462046204620462	25.4025974025974	6.120475	5.94205	5.86414	0.932552204995292
128714	48	1885	1885	289	3482	0.0829982768523837	0.0782108833790894	0.0258018847746584	0.541511060040218	0.541511060040218	0.458488939959782	0.458488939959782	39.2708333333333	6.1219	6.674775	6.69286	1.06121134638116
139719	19	338	338	14	663	0.0211161387631976	0.014613237955428	0.159868051067441	0.510574018126888	0.510574018126888	0.489425981873112	0.489425981873112	17.7894736842105	6.157145	6.1207	6.12092	1.44500067867259
139794	23	428	428	23	834	0.0275779376498801	0.0178591809886525	0.18870024685558	0.513805522208884	0.513805522208884	0.486194477791116	0.486194477791116	18.6086956521739	6.154775	6.39467	6.39267	1.54418826190309
144769	13	898	898	86	1711	0.0502630040911747	0.0362331573817722	0.14214226130486	0.525146198830409	0.525146198830409	0.474853801169591	0.474853801169591	69.0769230769231	6.139385	6.78055	6.79471	1.38721016116748
145199	10	65	65	2	129	0.0155038759689922	0.0101331060004263	0.1846976996205	0.5078125	0.5078125	0.4921875	0.4921875	6.5	6.08759	6.045315	6.04536	1.53002208487112
151094	11	1117	1117	98	2137	0.0458586803930744	0.0452142664170214	0.00614606454438027	0.522940074906367	0.522940074906367	0.477059925093633	0.477059925093633	101.545454545455	6.14074	6.17967	6.18671	1.01425244789132
151493	14	1154	1154	121	2188	0.0553016453382084	0.0467514885903422	0.0729426090769136	0.527663465935071	0.527663465935071	0.472336534064929	0.472336534064929	82.4285714285714	6.13844	6.46772	6.47118	1.18288523008939
151977	36	600	600	32	1169	0.0273738237810094	0.0243911369771635	0.0501034220145165	0.513698630136986	0.513698630136986	0.486301369863014	0.486301369863014	16.6666666666667	6.16336	6.14374	6.14471	1.12228568133739
151989	27	573	573	32	1115	0.0286995515695067	0.0233463772158979	0.0896556126379382	0.514362657091562	0.514362657091562	0.485637342908438	0.485637342908438	21.2222222222222	6.1668	5.905625	5.89828	1.22929357750476
152115	29	577	577	23	1132	0.0203180212014134	0.0235007802617982	-0.0632008725858824	0.510167992926614	0.510167992926614	0.489832007073386	0.489832007073386	19.8965517241379	6.17556	5.99071	5.98991	0.864567940939455
152410	35	602	602	25	1180	0.0211864406779661	0.0244687577842074	-0.062553920533567	0.510602205258694	0.510602205258694	0.489397794741306	0.489397794741306	17.2	6.16048	6.09953	6.09947	0.865856814833495
152466	36	607	607	18	1197	0.0150375939849624	0.0246629446695959	-0.214866573905402	0.50752508361204	0.50752508361204	0.49247491638796	0.49247491638796	16.8611111111111	6.1649	6.10453	6.10459	0.609724190943855
152934	16	963	963	82	1845	0.0444444444444444	0.0388770601231155	0.0581240656699415	0.522234273318872	0.522234273318872	0.477765726681128	0.477765726681128	60.1875	6.13159	6.913875	7.13239	1.14320486949626
152996	24	640	640	17	1264	0.0134493670886076	0.0259492351976926	-0.285422714971585	0.506730007917656	0.506730007917656	0.493269992082344	0.493269992082344	26.6666666666667	6.152985	6.16683	6.16809	0.518295317227828
159179	10	5	5	1	10	0.1	0.0910993449553188	0.0404847457856539	0.555555555555556	0.555555555555556	0.444444444444444	0.444444444444444	0.5	6.11771	6.143125	6.14308	1.09770273374684
161080	4	1085	1085	127	2044	0.062133072407045	0.0438892713307713	0.150964458938856	0.531081742535487	0.531081742535487	0.468918257464513	0.468918257464513	271.25	6.14171	6.82455	6.90195	1.41567792134846
162842	12	392	392	9	776	0.0115979381443299	0.0165407392280988	-0.154174126679295	0.505806451612903	0.505806451612903	0.494193548387097	0.494193548387097	32.6666666666667	6.360995	6.18908	6.19029	0.701174112256587
164137	12	15	15	2	29	0.0689655172413793	0.0328332041532431	0.322318730686895	0.535714285714286	0.535714285714286	0.464285714285714	0.464285714285714	1.25	6.13666	6.124	6.12391	2.10048087050826
172625	12	130	130	5	256	0.01953125	0.00884319938646501	0.344120621917516	0.509803921568627	0.509803921568627	0.490196078431373	0.490196078431373	10.8333333333333	6.058355	7.40746	7.40538	2.2086180743469
172698	12	130	130	2	259	0.00772200772200772	0.00884319938646501	-0.0588791855239239	0.503875968992248	0.503875968992248	0.496124031007752	0.496124031007752	10.8333333333333	6.058355	6.10951	6.10923	0.873214250243715
174489	45	788	788	59	1518	0.038866930171278	0.0318043728416548	0.087093404046694	0.519446275543836	0.519446275543836	0.480553724456164	0.480553724456164	17.5111111111111	6.13496	6.78555	6.79364	1.22206246181259
175722	42	1553	1553	180	2927	0.0614964127092586	0.063669525731624	-0.0150818321871695	0.530758714969241	0.530758714969241	0.469241285030759	0.469241285030759	36.9761904761905	6.13071	6.178705	6.19067	0.965868867446487
184676	13	278	278	6	551	0.0108892921960073	0.0125744606380873	-0.0624897142099354	0.505454545454545	0.505454545454545	0.494545454545455	0.494545454545455	21.3846153846154	6.1013	6.06652	6.06648	0.865984833021328
188619	17	8	8	1	16	0.0625	0.0591294455429454	0.0240762107070236	0.533333333333333	0.533333333333333	0.466666666666667	0.466666666666667	0.470588235294118	6.05586	5.97789	5.97786	1.05700297755382
195477	10	130	130	4	257	0.0155642023346304	0.00884319938646501	0.245517450890015	0.5078125	0.5078125	0.4921875	0.4921875	13	6.058355	6.54667	6.54682	1.76001938375971
196204	10	130	130	2	259	0.00772200772200772	0.00884319938646501	-0.0588791855239239	0.503875968992248	0.503875968992248	0.496124031007752	0.496124031007752	13	6.058355	6.03188	6.03165	0.873214250243715
198677	4	1	1	1	2	0.5	0.333367433057978	0.176046833361256	1	1	0	0	0.25	6.11726		6.27839	1.49984656693517
198896	12	420	420	8	833	0.00960384153661465	0.0175642644907454	-0.262184982701804	0.504807692307692	0.504807692307692	0.495192307692308	0.495192307692308	35	6.31957	5.9722	5.97144	0.546783017397336
199091	10	206	206	4	409	0.0097799511002445	0.010386461761081	-0.0261309432218351	0.504901960784314	0.504901960784314	0.495098039215686	0.495098039215686	20.6	6.107465	6.07915	6.07934	0.941605652166439
199126	24	1029	1029	82	1977	0.0414769853313101	0.0415807331514869	-0.00108495947322007	0.520748987854251	0.520748987854251	0.479251012145749	0.479251012145749	42.875	6.11505	6.106245	6.10627	0.997504906423874
205648	11	901	901	45	1758	0.0255972696245734	0.0363547596203028	-0.152367634372463	0.512805919180421	0.512805919180421	0.487194080819579	0.487194080819579	81.9090909090909	6.13648	5.98318	5.98095	0.704096792054657
212810	13	93	93	1	186	0.00537634408602151	0.00892778838469327	-0.220256831854298	0.502702702702703	0.502702702702703	0.497297297297297	0.497297297297297	7.15384615384615	6.09444	6.509125	6.50942	0.602203351418955
213979	18	160	160	4	317	0.0126182965299685	0.0092907846785981	0.132948334040789	0.506329113924051	0.506329113924051	0.493670886075949	0.493670886075949	8.88888888888889	6.092955	6.12296	6.12273	1.35815186407618
223684	4	31	31	1	62	0.0161290322580645	0.0170633067578986	-0.0244548879326463	0.508196721311475	0.508196721311475	0.491803278688525	0.491803278688525	7.75	6.72219	6.026285	6.02622	0.945246574237343
225445	7	30	30	3	58	0.0517241379310345	0.0175452734539282	0.469533119804695	0.526315789473684	0.526315789473684	0.473684210526316	0.473684210526316	4.28571428571429	6.135425	6.06163	6.06163	2.9480382888791
225540	32	777	777	46	1509	0.0304837640821736	0.0313648585005569	-0.0123747406953798	0.51525198938992	0.51525198938992	0.48474801061008	0.48474801061008	24.28125	6.10044	6.088685	6.08798	0.9719082291295
235264	8	950	950	77	1824	0.0422149122807018	0.0383467585982973	0.0417372316921625	0.52111903455842	0.52111903455842	0.47888096544158	0.47888096544158	118.75	6.13472	6.13816	6.13916	1.10087302874607
235599	23	958	958	75	1842	0.0407166123778502	0.038673009364057	0.0223636692500957	0.520369364475828	0.520369364475828	0.479630635524172	0.479630635524172	41.6521739130435	6.135825	6.39106	6.39254	1.05284313394273
238412	1	0	0	1	1	1	1	0					0			6.86164	1
243811	8	898	898	47	1750	0.0268571428571429	0.0362331573817722	-0.130046371148185	0.513436249285306	0.513436249285306	0.486563750714694	0.486563750714694	112.25	6.139385	6.09477	6.094	0.741231093226612
244515	8	898	898	54	1743	0.0309810671256454	0.0362331573817722	-0.0680098076846325	0.515499425947187	0.515499425947187	0.484500574052813	0.484500574052813	112.25	6.139385	6.14407	6.14595	0.855047403106833
255477	9	1222	1222	173	2272	0.0761443661971831	0.049590967473547	0.186235195035561	0.538088947600176	0.538088947600176	0.461911052399824	0.461911052399824	135.777777777778	6.14609	6.81831	6.92871	1.53544828980802
265416	35	821	821	63	1580	0.039873417721519	0.0331267021686364	0.080505259374573	0.519949335022166	0.519949335022166	0.480050664977834	0.480050664977834	23.4571428571429	6.12821	6.029795	6.02965	1.20366396626315
265417	38	847	847	56	1639	0.0341671751067724	0.0341724186149935	-6.66444316297365e-05	0.517094017094017	0.517094017094017	0.482905982905983	0.482905982905983	22.2894736842105	6.1247	5.942415	5.93339	0.999846557298734
265418	38	847	847	56	1639	0.0341671751067724	0.0341724186149935	-6.66444316297365e-05	0.517094017094017	0.517094017094017	0.482905982905983	0.482905982905983	22.2894736842105	6.1247	5.94316	5.93457	0.999846557298734
270724	7	211	211	6	417	0.0143884892086331	0.0105241292473881	0.13582902236996	0.507211538461538	0.507211538461538	0.492788461538462	0.492788461538462	30.1428571428571	6.1452	6.751465	6.75035	1.36719046967274
280832	70	387	387	15	760	0.0197368421052632	0.0163595111168768	0.0815073455823185	0.509881422924901	0.509881422924901	0.490118577075099	0.490118577075099	5.52857142857143	6.1562	6.77856	6.78406	1.20644449361951
281052	42	354	354	9	700	0.0128571428571429	0.0151769621722308	-0.0720403822486655	0.506437768240343	0.506437768240343	0.493562231759657	0.493562231759657	8.42857142857143	6.15816	6.39603	6.39562	0.847148639578708
281214	41	670	670	28	1313	0.0213252094440213	0.0271252084740924	-0.104479779439791	0.510670731707317	0.510670731707317	0.489329268292683	0.489329268292683	16.3414634146341	6.12733	6.057	6.0562	0.786176794342034
281608	42	692	692	39	1346	0.0289747399702823	0.0279913318135213	0.0149959846672683	0.514498141263941	0.514498141263941	0.485501858736059	0.485501858736059	16.4761904761905	6.126405	6.75325	6.75185	1.03513259616629
285857	15	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	87.1333333333333	6.13102	6.9413	8.06976	1.43196307494518
285858	15	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	87.1333333333333	6.13102	6.9413	7.98536	1.43196307494518
285940	15	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	87.1333333333333	6.13102	6.9413	8.49485	1.43196307494518
286068	16	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	81.6875	6.13102	6.9413	8.49485	1.43196307494518
286070	26	1381	1381	211	2552	0.0826802507836991	0.0563011590322473	0.166884449791038	0.541356330850647	0.541356330850647	0.458643669149353	0.458643669149353	53.1153846153846	6.12784	6.92539	8.02946	1.46853550095377
286288	16	1307	1307	169	2446	0.0690923957481603	0.0531659569823146	0.113796616369432	0.534560327198364	0.534560327198364	0.465439672801636	0.465439672801636	81.6875	6.13102	6.861265	7.19591	1.29956084061731
286520	10	1307	1307	112	2503	0.0447463044346784	0.0531659569823146	-0.0748764624820166	0.52238209432454	0.52238209432454	0.47761790567546	0.47761790567546	130.7	6.131	5.97019	5.9664	0.841634515288854
286526	15	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	87.1333333333333	6.13102	6.9413	8.49485	1.43196307494518
286620	11	1355	1355	185	2526	0.0732383214568488	0.0551971932182516	0.122821387802638	0.536633663366337	0.536633663366337	0.463366336633663	0.463366336633663	123.181818181818	6.12914	6.867125	7.40937	1.3268486527433
286631	17	1307	1307	185	2430	0.0761316872427984	0.0531659569823146	0.155931819260727	0.53808151502676	0.53808151502676	0.46191848497324	0.46191848497324	76.8823529411765	6.13102	6.9413	8.49485	1.43196307494518
286710	31	1322	1322	188	2457	0.0765160765160765	0.0537997606031378	0.1529723496259	0.538273615635179	0.538273615635179	0.461726384364821	0.461726384364821	42.6451612903226	6.130835	6.93777	8.49485	1.42223823411612
