Name	SMILES	PSMI	CLink	N_Clink	Graph_Frame	N_Graph_Frame	Bond_Frame	N_Bond_Frame	Detail_Frame	N_Detail_Frame
533723	CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(c2ccccc2)(c3ccccc3)c4ccccc4)OC(=O)OCC=C)OC(=O)OCC=C)OC(=O)OCC=C	CO[C@H]1O[C@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)[C@@H](OC(=O)OCC=C)[C@H](OC(=O)OCC=C)[C@H]1OC(=O)OCC=C	1375	2	1708	2	1537	2	1836	2
533724	Cc1ccc(cc1)CC(C)NCC(c2cccc(c2)C#N)O	CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C#N	1354	2	14	65	6	85	5	82
533725	c1ccc2cc(ccc2c1)CN3CCC(CC3)CNCc4cccc(c4)N(=O)=O.C(=O)(C(F)(F)F)O	O=N(=O)c1cccc(CNCC2CCN(Cc3ccc4ccccc4c3)CC2)c1	168	18	72	25	354	8	222	10
533726	CN1CCN(CC1)CCNc2c3ccc(cc3nc4c2cc(cc4)OC)Cl.Cl	COc1ccc2nc3cc(Cl)ccc3c(NCCN3CCN(C)CC3)c2c1	117	25	210	12	421	7	386	7
533730	c1ccc(cc1)C(c2ccccc2)NCC(=O)Nc3c(ccs3)C(=O)N	NC(=O)c1ccsc1NC(=O)CNC(c1ccccc1)c1ccccc1	514	6	1240	3	1250	3	2058	2
533731	CCC1(CC1)NC[C@H]([C@H](Cc2ccccc2)NC(=O)c3cc(cc(c3)N4CCCCS4(=O)=O)NCC)O.Cl	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1(CC)CC1)N1CCCCS1(=O)=O	2	141	699	5	577	5	521	5
533732	CCCOc1ccc(cc1NC(=O)c2nc3nc(cc(n3n2)C)C)C(F)(F)F	CCCOc1ccc(cc1NC(=O)c1nc2nc(C)cc(C)n2n1)C(F)(F)F	735	4	214	12	229	11	2213	2
533734	c1cc(cc(c1)c2[nH]c3ccc(cc3n2)F)c4ccc(cc4)NC(=O)CCc5cccnc5	Fc1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1ccc(NC(=O)CCc2cccnc2)cc1	94	28	549	6	146	15	6	79
533735	CCCCN(CCCC)CC(c1cc(nc2c1cc(cc2Cl)Cl)c3ccc(cc3)Cl)O.Cl	CCCCN(CCCC)CC(O)c1cc(nc2c(Cl)cc(Cl)cc12)-c1ccc(Cl)cc1	594	5	21	55	19	53	94	20
533736	Cc1c(c2cc(ccc2[nH]1)N(=O)=O)C3=CCN(CC3)C	CN1CCC(=CC1)c1c(C)[nH]c2ccc(cc12)N(=O)=O	183	16	313	9	705	5	32	41
533737	c1ccc2cc(c(cc2c1)C(=O)Nc3ccc(cc3Cl)N(=O)=O)O	Oc1cc2ccccc2cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O	631	5	52	33	80	23	241	9
533738	CCCN(CCC)CCCCC(C)Nc1c2ccc(cc2nc3c1cc(cc3)OC)Cl.Cl	CCCN(CCC)CCCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	117	25	29	44	24	48	24	47
533740	COc1ccc2c(c1)c(ccn2)[C@H](CN3CCC(CC3)NC(=O)Cn4c(=O)ccc(n4)c5ccc(cc5)C(F)(F)F)O	COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NC(=O)Cn3nc(ccc3=O)-c3ccc(cc3)C(F)(F)F)c2c1	499	6	1511	2	1241	3	69	25
533741	CN1CCN(CC1)CCCN(Cc2ccc(cc2)c3cccc(c3)CNCc4ccc5c(c4)OCO5)C(=O)NC6CCCCC6.C(=O)(C(F)(F)F)O	CN1CCN(CCCN(Cc2ccc(cc2)-c2cccc(CNCc3ccc4OCOc4c3)c2)C(=O)NC2CCCCC2)CC1	110	26	1947	2	1801	2	140	15
533742	Cc1ccc2c(c1)c(cc(n2)C)NN=Cc3ccc(cc3)N(=O)=O	Cc1ccc2nc(C)cc(NN=Cc3ccc(cc3)N(=O)=O)c2c1	16	64	1	198	1	180	2	161
533744	Cc1cccc2c1[nH]c(n2)c3ccc(s3)c4ccc(cc4)CNCc5ccc(cc5)OC.C(=O)(C(F)(F)F)O	COc1ccc(CNCc2ccc(cc2)-c2ccc(s2)-c2nc3cccc(C)c3[nH]2)cc1	1	254	122	19	110	19	107	19
533746	CN(C)CCNc1nccc(n1)N2CCc3c(c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F)C2	CN(C)CCNc1nccc(n1)N1CCc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2C1	48	38	235	11	312	9	331	8
533747	CS(=O)(=O)CCNCc1cccc(c1)c2cc3c(ncnc3s2)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F.C(=O)(C(F)(F)F)O	CS(=O)(=O)CCNCc1cccc(c1)-c1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1	48	38	1643	2	280	10	398	7
533748	Cc1cccc(n1)c2nc3ccc(cc3c(n2)Nc4ccncc4)N(C)C	CN(C)c1ccc2nc(nc(Nc3ccncc3)c2c1)-c1cccc(C)n1	381	9	533	6	563	6	1333	3
533750	c1ccc(cc1)CCCCCC(=O)Nc2ccc3c(c2)c(c4c(n3)CCCC4)N.Cl	Nc1c2CCCCc2nc2ccc(NC(=O)CCCCCc3ccccc3)cc12	159	19	136	17	232	11	242	9
533752	c1cc(cc(c1)N(=O)=O)NC(=O)Nc2ccc(c(c2)C(F)(F)F)Cl	FC(F)(F)c1cc(NC(=O)Nc2cccc(c2)N(=O)=O)ccc1Cl	312	10	16	62	23	50	12	60
533755	Cc1c(cnn1c2c(cc(cc2Cl)Cl)Cl)C(=O)NC3CCC(CC3)CN4CCC(CC4)c5c[nH]c6c5cccc6	Cc1c(cnn1-c1c(Cl)cc(Cl)cc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1	186	16	304	9	330	9	636	5
533756	c1cc(c(cc1c2c([nH]c(n2)C3(CCCCC3)CN)c4ccncc4)O)Cl.Cl	NCC1(CCCCC1)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1	34	45	381	8	1474	2	157	13
533757	CCc1c[nH]c2c1cc(cc2N3CCCC3=O)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC(C)(C)c5cccc(c5)OC)O	CCc1c[nH]c2c(cc(cc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)c1cccc(OC)c1)N1CCCC1=O	23	56	203	12	197	12	443	6
533758	CC(C)(C)c1ccc(cc1)CN2CCC(CC2)NC(=O)c3ccc(s3)c4ccccc4Cl.C(=O)(C(F)(F)F)O	CC(C)(C)c1ccc(CN2CCC(CC2)NC(=O)c2ccc(s2)-c2ccccc2Cl)cc1	26	53	32	43	36	40	41	37
533759	Cc1c(sc(c1Br)c2ccco2)CNCCCNc3cc(=O)c4ccccc4[nH]3.Cl	Cc1c(Br)c(sc1CNCCCNc1cc(=O)c2ccccc2[nH]1)-c1ccco1	112	26	123	19	89	21	135	16
533760	c1ccc2c(c1)cc(s2)C(=O)Nc3cccc(c3)CN4CCCN(CC4)Cc5ccc(cc5)F.C(=O)(C(F)(F)F)O	Fc1ccc(CN2CCCN(Cc3cccc(NC(=O)c4cc5ccccc5s4)c3)CC2)cc1	84	30	187	13	204	12	232	10
533763	COc1ccc2c(c1)c(ccn2)[C@H](CN3CCC(CC3)NCc4cc5ccccc5nn4)O.C(=O)(C(=O)O)O	COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCc3cc4ccccc4nn3)c2c1	4	141	132	18	1296	3	69	25
533764	Cc1c(c(=O)c(c([nH]1)C)Cl)c2ccc(nc2)c3ccc(cc3)C(F)F	Cc1[nH]c(C)c(-c2ccc(nc2)-c2ccc(cc2)C(F)F)c(=O)c1Cl	85	29	50	33	60	29	78	22
533765	CC1=C(C(C2=C(N1)CC(CC2=O)c3ccc(c(c3)OC)OC)c4ccccc4F)C(=O)OC(C)C	COc1ccc(cc1OC)C1CC(=O)C2=C(C1)NC(C)=C(C2c1ccccc1F)C(=O)OC(C)C	113	26	208	12	237	11	201	11
533766	c1cc(ccc1C(=O)NCCCCN2CCC(CC2)c3ccc(cc3C(F)(F)F)C(F)(F)F)NC(=O)c4ccc(cc4)Cl	FC(F)(F)c1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(c1)C(F)(F)F	30	49	9	73	9	75	25	47
533767	Cc1cnc(o1)c2ccc(cc2)NC(=O)c3coc4c3cc(cc4)N5CC(N(C(C5)C)C)C.Cl	CC1CN(CC(C)N1C)c1ccc2occ(C(=O)Nc3ccc(cc3)-c3ncc(C)o3)c2c1	455	7	1832	2	1944	2	55	31
533768	c1cc(cc(c1)NC(=O)c2ccc(cc2)S(=O)(=O)NC3CCN(CC3)CC4CCCCC4)C(F)(F)F.C(=O)(C(F)(F)F)O	FC(F)(F)c1cccc(NC(=O)c2ccc(cc2)S(=O)(=O)NC2CCN(CC3CCCCC3)CC2)c1	119	25	1262	3	1556	2	2232	2
533770	COc1ccc(cc1)CCNc2nc3cc(c(cc3c(n2)N)OC)OC.Cl	COc1ccc(CCNc2nc(N)c3cc(OC)c(OC)cc3n2)cc1	188	16	237	11	179	13	360	7
533772	c1cc2cc[nH]c2c(c1)CN3CCCC(C3)c4cccc(c4)O	Oc1cccc(c1)C1CCCN(Cc2cccc3cc[nH]c23)C1	1144	2	498	6	1169	3	14	56
533775	CC(C)(c1ccc(cc1)C(F)(F)F)C(=O)Nc2ccc(c(c2)Cl)C3CCC(CC3)NCC4CC4	CC(C)(C(=O)Nc1ccc(C2CCC(CC2)NCC2CC2)c(Cl)c1)c1ccc(cc1)C(F)(F)F	883	3	1104	3	2064	2	2099	2
533776	COC(=O)c1ccc(cc1)NC(=O)Nc2cccc(c2)CCNCc3ccccc3.C(=O)(C(F)(F)F)O	COC(=O)c1ccc(NC(=O)Nc2cccc(CCNCc3ccccc3)c2)cc1	748	4	1072	3	228	11	1247	3
533777	CN(C)C1CCN(CC1)CCOc2cc(ccc2OC)NC(=O)/C=C/c3ccccc3Cl	COc1ccc(NC(=O)\C=C\c2ccccc2Cl)cc1OCCN1CCC(CC1)N(C)C	61	34	686	5	196	12	149	14
533778	c1ccc(cc1)Nc2nc(nc(n2)NN=Cc3ccc(o3)c4ccc(cc4)N(=O)=O)Nc5ccccc5	O=N(=O)c1ccc(cc1)-c1ccc(C=NNc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)o1	566	6	963	4	871	4	725	4
533779	CC(=O)c1cccc(c1)NC(=O)NC2CCN(C2)c3ccnc(n3)Nc4ccc(cc4)OC	COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cccc(c2)C(C)=O)cc1	55	36	199	13	183	13	168	13
533780	CC(=O)N(Cc1cccc(c1)c2ccc(cc2)CNCCc3ccccc3)C4CCN(CC4)Cc5ccccc5.C(=O)(C(F)(F)F)O	CC(=O)N(Cc1cccc(c1)-c1ccc(CNCCc2ccccc2)cc1)C1CCN(Cc2ccccc2)CC1	363	9	1250	3	463	6	1266	3
533782	CN(C)C(CC(=O)NCc1ccccc1Cl)C(=O)N(C)C.CN(C)C(CC(=O)N(C)C)C(=O)NCc1ccccc1Cl.O	CN(C)C(CC(=O)NCc1ccccc1Cl)C(=O)N(C)C	1015	3	4	115	4	108	4	90
533783	CCc1ccccc1N=C2c3c(cccc3N(=O)=O)C(=O)C2C(=O)C	CCc1ccccc1N=C1C(C(C)=O)C(=O)c2cccc(c12)N(=O)=O	1745	1	1288	3	602	5	1188	3
533784	c1cc(ccc1CC(CO)n2cnc3c2ncnc3N)O	Nc1ncnc2n(cnc12)C(CO)Cc1ccc(O)cc1	1746	1	330	9	118	18	122	17
533787	CCCCCCCc1cc(c2c(c1)oc(=O)c3c2CCN(C3)C)O	CCCCCCCc1cc(O)c2c3CCN(C)Cc3c(=O)oc2c1	388	8	1345	3	1142	3	908	4
533788	Cc1cc(ccc1c2ccc(cc2)C(=O)Nc3ccc4c(c3)C5(CCNCC5)CO4)c6nc(on6)C.Cl	Cc1nc(no1)-c1ccc(c(C)c1)-c1ccc(cc1)C(=O)Nc1ccc2OCC3(CCNCC3)c2c1	1053	3	1266	3	1217	3	748	4
533789	CCc1cn2c3c1cc(cc3N(S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5ccccc5C)O.C(=O)O	CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1ccccc1C	2	141	503	6	555	6	548	5
533790	CCNc1cc(cc(c1)N2CCCCS2(=O)=O)C(=O)N[C@@H](Cc3ccoc3)[C@@H](CNC(C)CCCC(C)C)O.Cl	CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccoc1)[C@H](O)CNC(C)CCCC(C)C)N1CCCCS1(=O)=O	2	141	802	4	2038	2	2562	1
533793	c1ccc(cc1)Oc2ccc(cc2)NC(=O)NNC(=O)c3ccc(cc3)CN4CCC(CC4)c5[nH]c6ccccc6n5.C(=O)(C(F)(F)F)O	O=C(NNC(=O)c1ccc(CN2CCC(CC2)c2nc3ccccc3[nH]2)cc1)Nc1ccc(Oc2ccccc2)cc1	1747	1	2149	2	250	10	14	56
533794	CCCNCc1ccc(nc1)c2ccc(cc2)CN(Cc3ccc4c(c3)OCO4)C(=O)[C@H]5CCCO5.C(=O)(C(F)(F)F)O	CCCNCc1ccc(nc1)-c1ccc(CN(Cc2ccc3OCOc3c2)C(=O)[C@H]2CCCO2)cc1	105	27	1543	2	103	19	673	4
533795	CC(C)[C@@H](C(=O)Nc1ccc(cc1)c2ccc(cc2)c3[nH]c4ccc(cc4n3)C(F)(F)F)NC(=O)C	CC(C)[C@H](NC(C)=O)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F	11	88	62	30	44	35	28	44
533796	C[C@@H](c1ccccc1)Nc2c3cn[nH]c3nc(n2)C(c4ccccc4)Oc5ccccc5	C[C@H](Nc1nc(nc2[nH]ncc12)C(Oc1ccccc1)c1ccccc1)c1ccccc1	1037	3	2145	2	1929	2	2086	2
533797	CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c3cc(nc4c3cc(cc4)OC)c5cccc(c5)F)O.Cl	CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(nc2ccc(OC)cc12)-c1cccc(F)c1	31	47	57	31	79	23	79	22
533798	c1cc(ccc1/C=C/C(=O)NCCCCCN2CCN(CC2)C(=O)C=Cc3ccc(c(c3)Cl)Cl)Cl.C(=O)(C(F)(F)F)O	Clc1ccc(\C=C\C(=O)NCCCCCN2CCN(CC2)C(=O)C=Cc2ccc(Cl)c(Cl)c2)cc1	63	34	882	4	138	16	2620	1
533799	Cc1cc(c2cc(ccc2n1)OC)Nc3ccc(c(c3)Cl)Oc4ccc5ccccc5c4Cl	COc1ccc2nc(C)cc(Nc3ccc(Oc4ccc5ccccc5c4Cl)c(Cl)c3)c2c1	302	10	1218	3	1258	3	1171	3
533800	CCCCc1ccc(cc1)NC(=O)Nc2cccc(c2)CCNCc3ccccc3.C(=O)(C(F)(F)F)O	CCCCc1ccc(NC(=O)Nc2cccc(CCNCc3ccccc3)c2)cc1	748	4	1072	3	228	11	1247	3
533801	c1c(coc1C(=O)O)C(F)(F)F	OC(=O)c1cc(co1)C(F)(F)F	1748	1	133	18	218	12	685	4
533802	c1cc(cc(c1)NC(=O)c2csnn2)c3ccc(cc3)c4[nH]c5ccc(cc5n4)C(F)(F)F	FC(F)(F)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)-c1cccc(NC(=O)c2csnn2)c1	167	18	110	20	94	21	1212	3
533804	c1ccc(cc1)c2c(snn2)C(=O)NCCC3CCN(CC3)CCCCCNC(=O)/C=C/c4ccc(c(c4)Cl)Cl	Clc1ccc(\C=C\C(=O)NCCCCCN2CCC(CCNC(=O)c3snnc3-c3ccccc3)CC2)cc1Cl	1376	2	610	5	28	43	61	28
533805	Cn1ccnc1Sc2c(cccn2)N(=O)=O	Cn1ccnc1Sc1ncccc1N(=O)=O	1749	1	246	11	299	9	2652	1
533806	Cc1cc(nc2c1cccc2OC)NCc3ccc(cc3)Cl	COc1cccc2c(C)cc(NCc3ccc(Cl)cc3)nc12	795	4	22	50	37	40	404	7
533807	CCc1c(ccc(c1OC)OC)CCNCCCCCCNC(C)(C)Cc2ccc3c(c2CC)OCO3.Cl	CCc1c2OCOc2ccc1CC(C)(C)NCCCCCCNCCc1ccc(OC)c(OC)c1CC	517	6	623	5	867	4	910	4
533808	c1ccc(c(c1)Cn2c3ccccc3c4c2ccc(c4)N(=O)=O)O	Oc1ccccc1Cn1c2ccccc2c2cc(ccc12)N(=O)=O	1750	1	68	26	26	44	495	6
533809	Cc1c(c(n(n1)c2ccc(cc2)C(=O)NC3(CCCC3)C(=O)OC)N)c4ccccc4	COC(=O)C1(CCCC1)NC(=O)c1ccc(cc1)-n1nc(C)c(c1N)-c1ccccc1	757	4	314	9	544	6	902	4
533810	Cc1cc2c(cccc2[nH]1)/C=C/C(=O)NC3CCC(CC3)CCN4CCc5ccc(cc5CC4)C#N.Cl	Cc1cc2c(\C=C\C(=O)NC3CCC(CCN4CCc5ccc(cc5CC4)C#N)CC3)cccc2[nH]1	139	22	1800	2	2257	2	199	11
533811	c1cc(oc1)C(=O)Nc2ccc(c(c2)Cl)OC3CCN(C3)Cc4ccsc4.C(=O)(C(F)(F)F)O	Clc1cc(NC(=O)c2ccco2)ccc1OC1CCN(Cc2ccsc2)C1	176	17	820	4	922	4	2647	1
533812	Cc1cc(cc(c1O)C)CNC(c2ccccc2)C3CCC3	Cc1cc(CNC(C2CCC2)c2ccccc2)cc(C)c1O	295	11	494	6	1673	2	29	43
533813	CCCN1CCC(CC1)c2c[nH]c3c2cc(cc3)NC(=O)Nc4cccc(c4Cl)Cl	CCCN1CCC(CC1)c1c[nH]c2ccc(NC(=O)Nc3cccc(Cl)c3Cl)cc12	39	41	1189	3	616	5	32	41
533815	CC(C)N1CCC(CC1)N(Cc2ccc(cc2)c3ccc(cc3)C(F)(F)F)C(=O)Cn4c(nc(=O)c5c4nccc5)CCc6cccc(c6F)F.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O	CC(C)N1CCC(CC1)N(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2cccnc12	7	106	78	24	85	22	887	4
533816	COc1cc2c(cc1CCNCCCCNCCc3cc4c(cc3OC)CCCC4)CCCC2.CS(=O)(=O)O	COc1cc2CCCCc2cc1CCNCCCCNCCc1cc2CCCCc2cc1OC	472	7	79	24	156	14	102	19
533818	CC1(NC(=NC(=N)N1OCCCNC(=O)c2ccc(cc2)C(=O)NCCCON3C(=N)N=C(NC3(C)C)N)N)C.Br	CC1(C)NC(N)=NC(=N)N1OCCCNC(=O)c1ccc(cc1)C(=O)NCCCON1C(=N)N=C(N)NC1(C)C	93	28	2215	2	376	8	2022	2
533819	CCC(=O)N(c1ccccc1)C2CCN(CC2)CCCC(c3ccc(c(c3)Cl)Cl)NC(=O)Nc4cc(c(c(c4)OC)OC)OC	CCC(=O)N(C1CCN(CCCC(NC(=O)Nc2cc(OC)c(OC)c(OC)c2)c2ccc(Cl)c(Cl)c2)CC1)c1ccccc1	70	32	1830	2	1559	2	1499	2
533820	COc1ccc2c(n1)c(c(cn2)Cl)NCC3(CCC(CC3)NCc4ccc5c(n4)NC(=O)CS5)O.Cl	COc1ccc2ncc(Cl)c(NCC3(O)CCC(CC3)NCc3ccc4SCC(=O)Nc4n3)c2n1	18	63	7	77	8	79	1380	3
533822	CN1C(C(c2ccccc2C1=O)C(=O)Nc3cc(c(cc3OC)OC)Cl)c4cccs4	COc1cc(OC)c(NC(=O)C2C(N(C)C(=O)c3ccccc23)c2cccs2)cc1Cl	96	28	378	8	375	8	330	8
533823	Cc1ccc(c(c1)OC)N2CCN(CC2)CCCCNC(=O)c3ccc(cc3)NC(=O)c4ccc(cc4)Cl	COc1cc(C)ccc1N1CCN(CCCCNC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)CC1	72	32	9	73	9	75	40	37
533824	COc1ccc(cc1OCCCOc2ccccc2)Cc3cnc(nc3N)N	COc1ccc(Cc2cnc(N)nc2N)cc1OCCCOc1ccccc1	44	39	658	5	611	5	2246	2
533826	CN(CCCc1ccc(cc1)NC(=O)c2cc(nc3c2cccc3)c4ccc(cc4)OC)Cc5ccc(c(c5)OC)OC	COc1ccc(cc1)-c1cc(C(=O)Nc2ccc(CCCN(C)Cc3ccc(OC)c(OC)c3)cc2)c2ccccc2n1	197	15	227	11	1544	2	1376	3
533827	c1cc(cc(c1)C(=O)NC2CCN(CC2)CCCCCNC(=O)/C=C/c3ccc(c(c3)Cl)Cl)C#N	Clc1ccc(\C=C\C(=O)NCCCCCN2CCC(CC2)NC(=O)c2cccc(c2)C#N)cc1Cl	103	27	316	9	313	9	263	9
533828	c1ccc2c(c1)c(cn2CC(=O)N3CCCC3)C=C4C(=O)N(C(=NC5CCCC5)S4)C6CCCC6	O=C(Cn1cc(C=C2SC(=NC3CCCC3)N(C3CCCC3)C2=O)c2ccccc12)N1CCCC1	294	11	641	5	13	63	7	68
533829	CCCC(CNc1cc(=O)c2ccccc2[nH]1)CNC(=O)c3cc4c([nH]3)cc(cc4Cl)Cl.C(=O)(C(F)(F)F)O	CCCC(CNC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1)CNc1cc(=O)c2ccccc2[nH]1	260	12	142	17	130	17	186	12
533830	COc1ccc(cc1OCCN2CCC(CC2)c3[nH]c4ccccc4n3)NC(=O)/C=C/c5ccccc5Cl.Cl	COc1ccc(NC(=O)\C=C\c2ccccc2Cl)cc1OCCN1CCC(CC1)c1nc2ccccc2[nH]1	61	34	119	19	196	12	149	14
533831	COc1cc2c(cc1OC)CN(CC2)CCc3ccc(cc3)NC(=O)c4cc5cc(ccc5[nH]4)Cl	COc1cc2CCN(CCc3ccc(NC(=O)c4cc5cc(Cl)ccc5[nH]4)cc3)Cc2cc1OC	565	6	1807	2	1933	2	1948	2
533832	COc1ccc(c(c1)O)c2c(c(no2)C(F)(F)F)c3cc4ccccc4o3	COc1ccc(-c2onc(c2-c2cc3ccccc3o2)C(F)(F)F)c(O)c1	464	7	1351	3	1101	3	2306	2
533833	COc1ccc(cc1)CC2(C(=O)N(C(=N2)N)CCCc3ccccc3)c4ccc(cc4)F.C(=O)(C(F)(F)F)O	COc1ccc(CC2(N=C(N)N(CCCc3ccccc3)C2=O)c2ccc(F)cc2)cc1	198	15	673	5	675	5	1113	3
533834	CCCOC(=O)C1=C(NC2=C(C1c3cccc(c3)O)C(=O)CC(C2)c4ccc(c(c4)OC)OC)C	CCCOC(=O)C1=C(C)NC2=C(C1c1cccc(O)c1)C(=O)CC(C2)c1ccc(OC)c(OC)c1	113	26	208	12	237	11	201	11
533835	CCCCCCCCCCN1C(=O)C2C(NC3(C2C1=O)c4ccccc4N(C3=O)Cc5ccc(cc5)C(C)(C)C)CCCCNC(=O)C	CCCCCCCCCCN1C(=O)C2C(CCCCNC(C)=O)NC3(C2C1=O)C(=O)N(Cc1ccc(cc1)C(C)(C)C)c1ccccc31	96	28	1431	2	1965	2	1394	2
533836	CN(C)CCOc1ccc(cc1)c2cc(c(o2)c3ccc(c(c3)O)Cl)c4ccncc4.Cl	CN(C)CCOc1ccc(cc1)-c1cc(c(o1)-c1ccc(Cl)c(O)c1)-c1ccncc1	458	7	302	9	264	10	1674	2
533837	Cc1cc2cc(ccc2n1C)NC(=O)Nc3ccnc4c3cccc4.Cl	Cc1cc2cc(NC(=O)Nc3ccnc4ccccc34)ccc2n1C	146	20	680	5	489	6	36	38
533838	c1cc(cc(c1)N2CCN(CC2)C(=O)C(Cl)(Cl)Cl)C(F)(F)F	FC(F)(F)c1cccc(c1)N1CCN(CC1)C(=O)C(Cl)(Cl)Cl	1365	2	329	9	345	8	55	31
533839	Cc1c(c(no1)c2ccc(cc2)Cl)c3ccnn3S(=O)(=O)c4ccc(cc4)Cl	Cc1onc(c1-c1ccnn1S(=O)(=O)c1ccc(Cl)cc1)-c1ccc(Cl)cc1	1377	2	1583	2	2115	2	1484	2
533840	CCCN(Cc1ccc(cc1)OCC)Cc2cc(=O)c3cc(ccc3[nH]2)Cl	CCCN(Cc1ccc(OCC)cc1)Cc1cc(=O)c2cc(Cl)ccc2[nH]1	1378	2	928	4	1830	2	2411	2
533843	CCC(CC)(Cc1ccccc1)NC(=O)[C@H](CC2CCCCC2)Nc3ccc(c4c3cccc4)C#N.C(=O)(C(F)(F)F)O	CCC(CC)(Cc1ccccc1)NC(=O)[C@H](CC1CCCCC1)Nc1ccc(C#N)c2ccccc12	190	16	1376	3	342	8	787	4
533846	CCN(CC)S(=O)(=O)c1ccc(s1)CCOCCCCCNCC(c2cc(c(c(c2)Cl)N)Cl)O.C(=C/C(=O)O)\C(=O)O	CCN(CC)S(=O)(=O)c1ccc(CCOCCCCCNCC(O)c2cc(Cl)c(N)c(Cl)c2)s1	1751	1	1135	3	2325	1	2862	1
533847	CN(C)C(CNC(=O)c1cc(c(o1)c2ccc(c(c2)O)Cl)c3ccncc3)c4ccccc4.C(=O)(C(F)(F)F)O	CN(C)C(CNC(=O)c1cc(c(o1)-c1ccc(Cl)c(O)c1)-c1ccncc1)c1ccccc1	261	12	489	6	1475	2	1689	2
533849	CCCN(CCCCCCN(CCC)CCc1ccc(c(c1)O)O)CCc2ccc(cc2)O.Br	CCCN(CCCCCCN(CCC)CCc1ccc(O)c(O)c1)CCc1ccc(O)cc1	225	14	60	30	58	30	65	26
533850	CC(C)(C)c1ccc(cc1)CN2CCCCC(C2)NC(=O)c3cc(cs3)c4cccc(c4)Cl.C(=O)(C(F)(F)F)O	CC(C)(C)c1ccc(CN2CCCCC(C2)NC(=O)c2cc(cs2)-c2cccc(Cl)c2)cc1	14	73	169	14	173	14	155	14
533851	COc1ccc(cc1CN2CCC(CC2)O)c3cccc(c3)NC(=O)c4cccc(c4)Cl.C(=O)(C(F)(F)F)O	COc1ccc(cc1CN1CCC(O)CC1)-c1cccc(NC(=O)c2cccc(Cl)c2)c1	15	67	244	11	238	11	1375	3
533852	CN(C)c1ccc(cc1)C=CC(=O)NC(=O)c2ccccc2O	CN(C)c1ccc(C=CC(=O)NC(=O)c2ccccc2O)cc1	804	4	8	75	81	23	104	19
533854	c1ccc2c(c1)CCC[C@H]2NC(=O)[C@H](CC3CCCCC3)Nc4ccc(c5c4cccc5)C#N.C(=O)(C(F)(F)F)O	O=C(N[C@@H]1CCCc2ccccc12)[C@H](CC1CCCCC1)Nc1ccc(C#N)c2ccccc12	595	5	871	4	1514	2	1021	3
533856	CCOc1cc(ccc1O)C=NNc2nc(cc(n2)n3c(cc(n3)C)C)C	CCOc1cc(C=NNc2nc(C)cc(n2)-n2nc(C)cc2C)ccc1O	1752	1	63	29	28	43	2741	1
533857	c1ccc2c(c1)cc([nH]2)C(=O)NC3CCC(CC3)N4CCC(CC4)c5ccccc5C(F)(F)F	FC(F)(F)c1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1cc2ccccc2[nH]1	74	32	194	13	166	14	236	9
533858	Cc1ccc2c(c1)nc(cc2NN=Cc3ccc(cc3)N(C)C)C	CN(C)c1ccc(C=NNc2cc(C)nc3cc(C)ccc23)cc1	16	64	1	198	1	180	2	161
